,distance_stream_downstream
12211,20293.916
12212,20455.494
12213,19874.844
12214,19824.043
12215,19874.844
12216,16369.408
12217,15966.257
12218,15804.673
12219,15643.089
12220,15592.284
12221,15643.089
12222,15592.28
12223,15247.277
12224,14733.354
12225,14682.549
12226,14733.354
12227,14784.162
12228,14945.774
12229,14894.969
12230,14945.774
12231,3713.2031
12232,3551.6194
12233,3390.0356
12234,3228.4517
12235,2825.3071
12236,2663.7234
12237,2502.1394
12238,2340.5496
12239,2178.9597
12240,2128.1545
12241,1614.2178
12242,1211.0361
12243,1049.4584
12244,887.88055
12245,726.3028
12246,675.5011
12247,796.30786
12248,282.36423
12249,231.56253
12250,161.5838
12251,0.0
12252,161.5838
12253,675.52936
12254,726.33453
12255,887.9244
12256,1049.5082
12257,2128.2402
12258,2179.0488
12259,2340.6387
12260,2289.8335
12261,2340.6387
12262,2502.2227
12263,2905.3672
12264,3066.9448
12265,3228.5288
12266,3390.1125
12267,3551.6963
12268,3713.28
12269,3874.864
12270,4036.4478
12271,4198.0317
12272,4359.615
12273,4762.7666
12274,5035.141
12275,5085.9463
12276,5247.536
12277,5409.126
12278,5570.7163
12279,5732.306
12280,5893.896
12281,6055.4795
12282,6217.0635
12283,6378.647
12284,6540.231
12285,6943.3823
12286,7104.972
12287,7266.562
12288,7516.2227
12289,7567.021
12290,7516.219
12291,7567.021
12292,7728.605
12293,7890.1885
12294,8051.7725
12295,8565.708
12296,8616.514
12297,8778.104
12298,8939.693
12299,9101.283
12300,9504.436
12301,9747.343
12302,9696.541
12303,10070.486
12304,10019.685
12305,10070.486
12306,10232.064
12307,10393.643
12308,10555.226
12309,10716.81
12310,22961.44
12311,22910.637
12312,22961.44
12313,23123.018
12314,23284.602
12315,23798.537
12316,23849.342
12317,24010.932
12318,24524.865
12319,24657.012
12320,24606.209
12321,24657.012
12322,24707.809
12323,26764.943
12324,26251.006
12325,25737.072
12326,25686.271
12327,25737.072
12328,25787.871
12329,25949.455
12330,26111.04
12331,26272.623
12332,26675.773
12333,26837.363
12334,26998.953
12335,26831.617
12336,26882.416
12337,26831.613
12338,26882.416
12339,27043.998
12340,27417.861
12341,27367.059
12342,27417.861
12343,27579.426
12344,27528.625
12345,27579.426
12346,20113.26
12347,20062.455
12348,21193.445
12349,21031.861
12350,20870.277
12351,20708.693
12352,20547.11
12353,20385.525
12354,20223.941
12355,20062.357
12356,20011.553
12357,20062.357
12358,19694.094
12359,19643.285
12360,19592.48
12361,19643.285
12362,19804.87
12363,16571.81
12364,16410.22
12365,16248.63
12366,16087.04
12367,15925.457
12368,15522.312
12369,15360.722
12370,15309.913
12371,15360.722
12372,15015.722
12373,14501.795
12374,14450.986
12375,14501.795
12376,14663.406
12377,14612.598
12378,14663.406
12379,14824.996
12380,3833.987
12381,3672.403
12382,3510.8193
12383,3460.0142
12384,2946.0908
12385,2784.507
12386,2381.3618
12387,2219.772
12388,2058.1821
12389,1896.5922
12390,1493.4401
12391,1331.8501
12392,1170.2603
12393,1008.6704
12394,957.86523
12395,1078.6754
12396,564.7454
12397,513.9333
12398,463.12463
12399,282.371
12400,0.0
12401,282.3676
12402,443.96692
12403,605.55676
12404,767.1466
12405,1170.292
12406,1896.6813
12407,1845.8726
12408,1896.6813
12409,2058.2712
12410,2219.861
12411,2623.0063
12412,3349.3125
12413,3510.8962
12414,3460.0913
12415,3510.8962
12416,3672.4802
12417,3834.064
12418,3995.6477
12419,4157.2314
12420,4318.8154
12421,4480.399
12422,4641.989
12423,4803.579
12424,4965.169
12425,5126.759
12426,5288.3486
12427,5449.9385
12428,5611.5283
12429,5773.118
12430,6176.263
12431,6337.847
12432,6499.431
12433,6661.0146
12434,6822.6045
12435,6984.1943
12436,7387.3467
12437,7548.9424
12438,8759.036
12439,8708.228
12440,7798.5835
12441,7960.167
12442,8010.972
12443,8172.556
12444,8334.146
12445,8495.736
12446,8657.326
12447,8818.916
12448,9222.067
12449,9383.664
12450,9545.26
12451,9706.855
12452,10110.009
12453,10352.8545
12454,10514.432
12455,10676.01
12456,10625.204
12457,10676.01
12458,23243.807
12459,23405.396
12460,23243.807
12461,23405.396
12462,23808.549
12463,23405.385
12464,23566.975
12465,23728.564
12466,24242.498
12467,24293.307
12468,24454.902
12469,24939.379
12470,24888.574
12471,24939.379
12472,26644.172
12473,26482.576
12474,25968.639
12475,25917.834
12476,25968.639
12477,26231.822
12478,26181.018
12479,26231.822
12480,26393.406
12481,26554.996
12482,26716.586
12483,27119.738
12484,27164.783
12485,27113.98
12486,27063.176
12487,27113.98
12488,27164.783
12489,20094.139
12490,19932.527
12491,19881.719
12492,19932.527
12493,19881.701
12494,19830.889
12495,19881.701
12496,19830.893
12497,21314.229
12498,21152.645
12499,20991.06
12500,20829.477
12501,20667.893
12502,20506.309
12503,20344.725
12504,19941.58
12505,19779.99
12506,19941.58
12507,19573.316
12508,19411.727
12509,19360.918
12510,19411.727
12511,19250.117
12512,19199.309
12513,19250.117
12514,19300.93
12515,20579.459
12516,20528.65
12517,20256.256
12518,20094.654
12519,20043.846
12520,20094.654
12521,15614.005
12522,15563.192
12523,16531.002
12524,16369.411
12525,16318.603
12526,16369.411
12527,15643.093
12528,15129.162
12529,15078.351
12530,15129.162
12531,14784.166
12532,14381.02
12533,14219.424
12534,14381.02
12535,14219.424
12536,14381.035
12537,14431.848
12538,14916.672
12539,14865.859
12540,14916.672
12541,15078.273
12542,15239.875
12543,2825.3286
12544,2663.7327
12545,2502.1428
12546,2340.553
12547,2178.9631
12548,1775.817
12549,1614.2212
12550,1563.4125
12551,1291.0414
12552,1240.2328
12553,1291.0414
12554,847.1164
12555,443.9703
12556,282.3744
12557,231.56227
12558,282.3744
12559,0.0
12560,161.5959
12561,564.7488
12562,726.35077
12563,1240.2942
12564,1291.1063
12565,1452.7083
12566,1614.3103
12567,1775.9061
12568,2289.8335
12569,2340.642
12570,2502.238
12571,2663.834
12572,2825.43
12573,3793.2673
12574,3742.4587
12575,3793.2673
12576,3954.851
12577,4116.435
12578,4601.1865
12579,4762.77
12580,4924.36
12581,5085.9497
12582,5035.141
12583,5085.9497
12584,5247.5396
12585,6215.921
12586,6165.109
12587,6215.921
12588,6377.523
12589,6539.125
12590,6700.727
12591,6862.329
12592,7023.9307
12593,7185.5327
12594,7104.9756
12595,7266.572
12596,8022.698
12597,8425.853
12598,8476.665
12599,8638.261
12600,8799.856
12601,8961.452
12602,8404.118
12603,8565.708
12604,8616.517
12605,8778.106
12606,8939.696
12607,9101.293
12608,9262.889
12609,9424.484
12610,9827.638
12611,9989.239
12612,10392.379
12613,10958.381
12614,10907.572
12615,10958.381
12616,10907.572
12617,10958.381
12618,23526.178
12619,23687.773
12620,23526.178
12621,23687.773
12622,24090.926
12623,23798.537
12624,23849.346
12625,24010.936
12626,24172.531
12627,24575.684
12628,24737.285
12629,24898.889
12630,25302.041
12631,26764.953
12632,26361.8
12633,26200.205
12634,26149.396
12635,26200.205
12636,26463.389
12637,26412.58
12638,26675.777
12639,26624.969
12640,26675.777
12641,26837.367
12642,26998.963
12643,27402.115
12644,27345.543
12645,20347.4
12646,20296.588
12647,20347.4
12648,19862.576
12649,19700.969
12650,19650.156
12651,19700.969
12652,19650.146
12653,19599.33
12654,19548.518
12655,19599.33
12656,19650.146
12657,19811.748
12658,20194.836
12659,20033.234
12660,19871.63
12661,19710.03
12662,19548.428
12663,19497.615
12664,19548.428
12665,20062.361
12666,19694.098
12667,19180.166
12668,19129.355
12669,19180.166
12670,19018.559
12671,18967.746
12672,19018.559
12673,18967.74
12674,20458.686
12675,20297.09
12676,20135.486
12677,19973.885
12678,19812.283
12679,19650.682
12680,19489.078
12681,19438.268
12682,18924.324
12683,18762.72
12684,18711.91
12685,18762.72
12686,18601.113
12687,15493.232
12688,15331.63
12689,15280.814
12690,15331.63
12691,15170.017
12692,15008.39
12693,14846.788
12694,15008.39
12695,14846.788
12696,15008.39
12697,14663.395
12698,14501.798
12699,13987.865
12700,13937.05
12701,13987.865
12702,14149.473
12703,14311.081
12704,14472.689
12705,14634.297
12706,14795.899
12707,14957.501
12708,15119.103
12709,2946.1072
12710,2895.295
12711,2946.1072
12712,2461.351
12713,2058.1975
12714,1896.5956
12715,1845.7834
12716,1896.5956
12717,1522.6036
12718,1573.4158
12719,1522.6072
12720,726.34467
12721,564.7488
12722,161.60196
12723,0.0
12724,0.0
12725,161.60196
12726,282.3744
12727,443.97635
12728,605.5783
12729,1008.73193
12730,1170.3339
12731,1331.9359
12732,1493.5378
12733,1896.6847
12734,2762.983
12735,2813.7983
12736,2623.0166
12737,2784.6125
12738,3511.0771
12739,3460.2615
12740,3511.0771
12741,4025.027
12742,4075.8462
12743,4237.448
12744,5287.1025
12745,5236.287
12746,5287.1025
12747,5448.717
12748,5610.3306
12749,5559.515
12750,5610.3306
12751,5771.9385
12752,5933.547
12753,6095.1484
12754,6256.7505
12755,6418.3525
12756,6579.9546
12757,6741.5566
12758,6903.1587
12759,7417.1045
12760,7467.92
12761,7629.5283
12762,7791.136
12763,8194.29
12764,8355.893
12765,8759.046
12766,8920.654
12767,9082.262
12768,9243.87
12769,9405.478
12770,9567.086
12771,9222.071
12772,9171.259
12773,9222.071
12774,9383.667
12775,9545.263
12776,9706.865
12777,10110.019
12778,10382.419
12779,10433.234
12780,10594.843
12781,11189.946
12782,11139.135
12783,11189.946
12784,23970.148
12785,23808.553
12786,23757.74
12787,23808.553
12788,24322.492
12789,24131.72
12790,24293.31
12791,24242.498
12792,24293.31
12793,24454.912
12794,24616.514
12795,25019.668
12796,25181.275
12797,26644.182
12798,26482.58
12799,26431.768
12800,26482.58
12801,26644.182
12802,27047.334
12803,27208.943
12804,26694.955
12805,26958.152
12806,26907.34
12807,26958.152
12808,27119.742
12809,27281.344
12810,20388.23
12811,20226.629
12812,20065.025
12813,19903.418
12814,19741.81
12815,19580.203
12816,19418.594
12817,19367.78
12818,19418.594
12819,19367.771
12820,19316.955
12821,19367.771
12822,19529.373
12823,19690.975
12824,20074.062
12825,19912.46
12826,19750.86
12827,19589.258
12828,19427.656
12829,19266.053
12830,19215.238
12831,19266.053
12832,19316.873
12833,19059.395
12834,18897.793
12835,18736.184
12836,18685.37
12837,18736.184
12838,18685.365
12839,18846.982
12840,18897.799
12841,20176.316
12842,20014.715
12843,19853.113
12844,19691.51
12845,19529.908
12846,19368.307
12847,19206.705
12848,18803.55
12849,18641.95
12850,18480.348
12851,18318.738
12852,18267.924
12853,18318.738
12854,15534.095
12855,15372.48
12856,15210.866
12857,15049.253
12858,14887.639
12859,14726.024
12860,14564.41
12861,14513.591
12862,14564.41
12863,14190.351
12864,14241.17
12865,14079.55
12866,13705.487
12867,13654.668
12868,13705.487
12869,13867.096
12870,14028.703
12871,14190.312
12872,14351.919
12873,14513.527
12874,14916.675
12875,15078.276
12876,15239.879
12877,15401.486
12878,2905.3496
12879,2743.7356
12880,2340.5813
12881,2178.9734
12882,2128.1577
12883,2178.9734
12884,2128.1611
12885,1170.3818
12886,1008.76776
12887,847.1537
12888,796.33466
12889,847.1537
12890,282.38116
12891,0.0
12892,282.38116
12893,282.37778
12894,443.97977
12895,564.7522
12896,726.3541
12897,887.96216
12898,1291.1097
12899,1452.7117
12900,1614.3137
12901,2017.474
12902,2531.4207
12903,2582.2432
12904,2743.8572
12905,3228.6995
12906,3177.8804
12907,3228.6995
12908,3742.6494
12909,3793.4685
12910,4630.668
12911,4681.4907
12912,4843.111
12913,5004.7246
12914,4953.906
12915,5004.7246
12916,5166.339
12917,5327.9526
12918,5489.561
12919,5651.169
12920,6165.109
12921,6215.9243
12922,6377.5264
12923,6539.1284
12924,6700.7305
12925,6862.3325
12926,7023.934
12927,7185.5425
12928,7347.1504
12929,7508.7583
12930,7911.9126
12931,8073.5205
12932,8476.668
12933,8638.276
12934,8799.884
12935,8961.492
12936,9123.101
12937,9284.708
12938,9446.316
12939,9607.924
12940,9504.449
12941,9453.634
12942,9827.641
12943,9776.825
12944,9827.641
12945,9989.249
12946,10150.856
12947,10312.465
12948,10715.619
12949,10877.233
12950,11370.696
12951,11421.512
12952,24766.49
12953,24040.117
12954,24201.723
12955,24040.115
12956,24201.723
12957,24604.877
12958,24524.875
12959,24575.688
12960,24524.871
12961,24575.688
12962,24737.29
12963,24898.896
12964,25302.05
12965,25463.666
12966,26714.145
12967,26764.957
12968,26714.14
12969,26764.957
12970,26926.564
12971,27088.174
12972,27491.32
12973,27189.717
12974,27240.53
12975,27189.715
12976,27240.53
12977,27402.12
12978,19611.97
12979,19561.15
12980,19944.256
12981,19782.648
12982,19621.041
12983,19459.432
12984,19297.824
12985,19136.217
12986,19085.396
12987,19136.217
12988,19085.395
12989,19247.002
12990,19650.148
12991,19811.752
12992,20194.84
12993,20033.236
12994,19871.635
12995,19710.033
12996,19548.432
12997,19034.494
12998,18983.676
12999,19034.494
13000,19196.104
13001,19180.17
13002,18777.023
13003,18615.414
13004,18453.807
13005,18402.988
13006,18453.807
13007,18615.42
13008,18453.803
13009,20297.092
13010,20135.49
13011,19973.889
13012,19812.287
13013,19650.684
13014,19489.082
13015,19085.936
13016,18924.326
13017,18762.725
13018,18359.578
13019,18197.969
13020,18036.361
13021,17985.543
13022,18036.361
13023,15978.103
13024,15816.482
13025,15413.327
13026,15251.714
13027,15090.1
13028,14928.485
13029,14766.871
13030,14605.257
13031,14443.644
13032,14282.029
13033,14120.409
13034,13958.789
13035,13797.169
13036,13635.549
13037,13473.929
13038,13423.106
13039,13473.929
13040,13987.868
13041,14149.477
13042,14311.084
13043,14472.692
13044,14634.301
13045,15037.462
13046,15522.26
13047,15471.44
13048,15522.26
13049,2784.5825
13050,2622.9685
13051,2461.3545
13052,2410.5354
13053,2461.3545
13054,2410.5388
13055,1211.2286
13056,1049.6146
13057,888.0006
13058,726.3866
13059,564.7725
13060,282.38458
13061,161.61404
13062,0.0
13063,161.61404
13064,564.7623
13065,1170.3494
13066,1008.73535
13067,957.91626
13068,1008.73535
13069,1735.0929
13070,1684.2738
13071,1735.0929
13072,2249.0396
13073,2299.862
13074,2461.476
13075,2623.09
13076,2784.704
13077,2946.318
13078,3460.2646
13079,3511.0874
13080,3672.7075
13081,4399.1094
13082,4348.287
13083,4399.1094
13084,4560.7295
13085,4722.3438
13086,4883.9575
13087,5045.572
13088,5559.515
13089,5610.334
13090,5771.942
13091,5933.5503
13092,6659.9077
13093,6609.0884
13094,6659.9077
13095,7144.7134
13096,7093.8945
13097,7144.7134
13098,7417.1045
13099,7467.9233
13100,7629.5312
13101,7791.1455
13102,8194.301
13103,8355.901
13104,8759.05
13105,8920.657
13106,9082.266
13107,9243.873
13108,9405.481
13109,9567.09
13110,9728.697
13111,9736.015
13112,9685.195
13113,9736.015
13114,10110.021
13115,10059.203
13116,10110.021
13117,10623.972
13118,10433.238
13119,10594.852
13120,10756.466
13121,25452.033
13122,25048.879
13123,24887.266
13124,24484.11
13125,24322.496
13126,24271.676
13127,24322.496
13128,24484.11
13129,24887.266
13130,25048.885
13131,25210.504
13132,25019.67
13133,24968.852
13134,25019.67
13135,25181.285
13136,25584.44
13137,27047.338
13138,26996.52
13139,27047.338
13140,26996.52
13141,27047.338
13142,27208.945
13143,20027.334
13144,19976.51
13145,19925.686
13146,19976.51
13147,19713.225
13148,19764.047
13149,19491.203
13150,19329.59
13151,19278.766
13152,19903.422
13153,19741.814
13154,19580.205
13155,19418.598
13156,19015.45
13157,18853.836
13158,18803.012
13159,18853.836
13160,19367.775
13161,19529.389
13162,20477.22
13163,20315.62
13164,20154.016
13165,19992.414
13166,19830.812
13167,18752.11
13168,18913.729
13169,18752.113
13170,18913.729
13171,19316.875
13172,19059.404
13173,18897.797
13174,18736.188
13175,18333.04
13176,18171.426
13177,18333.04
13178,18171.422
13179,18333.05
13180,18383.875
13181,18545.494
13182,19853.158
13183,19691.545
13184,19529.93
13185,19368.316
13186,19206.709
13187,19155.889
13188,18641.965
13189,18480.35
13190,18318.742
13191,17915.594
13192,17753.98
13193,17703.158
13194,17753.98
13195,15857.338
13196,15695.718
13197,15534.098
13198,15372.484
13199,15210.87
13200,15049.256
13201,14887.642
13202,14726.027
13203,14564.414
13204,14161.265
13205,13999.645
13206,13838.024
13207,13676.404
13208,13514.784
13209,13353.164
13210,13191.544
13211,13140.718
13212,13191.544
13213,13242.377
13214,14755.077
13215,14704.255
13216,14755.077
13217,14916.697
13218,15078.317
13219,5535.9395
13220,5485.11
13221,5434.284
13222,5485.11
13223,2692.9165
13224,2743.739
13225,2692.92
13226,1493.6194
13227,1331.9993
13228,564.7793
13229,513.9533
13230,282.38797
13231,231.56192
13232,282.38797
13233,0.0
13234,161.6201
13235,282.38458
13236,796.32434
13237,1291.1199
13238,1240.2974
13239,1291.1199
13240,1452.74
13241,1966.6959
13242,2017.4774
13243,1966.6549
13244,2017.4774
13245,2531.424
13246,2582.2466
13247,2743.8606
13248,2905.4746
13249,3177.8801
13250,3228.7026
13251,3390.3228
13252,3551.9429
13253,3955.0989
13254,4116.725
13255,4278.345
13256,4439.9653
13257,4953.906
13258,5004.728
13259,5166.3423
13260,5327.956
13261,5841.8994
13262,5892.7188
13263,7780.603
13264,7729.7773
13265,7780.603
13266,8728.73
13267,8677.905
13268,7427.098
13269,7376.2754
13270,7427.098
13271,7911.916
13272,7861.0933
13273,7911.916
13274,8425.866
13275,8587.492
13276,9800.2295
13277,9961.862
13278,9203.042
13279,9687.866
13280,9849.474
13281,9798.651
13282,9849.474
13283,9967.58
13284,9916.758
13285,9967.58
13286,10341.588
13287,10290.765
13288,10341.588
13289,10503.208
13290,10906.363
13291,11067.989
13292,10877.236
13293,25331.27
13294,25169.648
13295,24766.5
13296,24604.88
13297,24554.06
13298,24604.88
13299,24554.057
13300,24604.88
13301,24766.5
13302,24928.121
13303,25331.275
13304,25492.902
13305,25302.055
13306,25251.232
13307,25302.055
13308,25463.676
13309,27278.904
13310,27228.082
13311,27278.904
13312,27228.082
13313,27278.904
13314,20068.203
13315,19906.576
13316,19744.951
13317,19694.125
13318,19744.951
13319,19481.662
13320,19532.488
13321,19611.973
13322,19208.824
13323,19047.205
13324,18885.578
13325,18834.752
13326,18885.578
13327,19297.834
13328,19136.22
13329,18733.07
13330,18571.451
13331,18733.07
13332,18783.902
13333,18945.53
13334,18571.395
13335,18622.22
13336,18571.39
13337,18733.008
13338,18571.38
13339,18520.55
13340,18469.725
13341,18520.55
13342,19034.498
13343,19196.111
13344,18152.316
13345,17990.697
13346,17939.871
13347,18453.81
13348,17939.863
13349,17889.037
13350,17939.863
13351,18101.49
13352,18263.11
13353,18424.73
13354,19973.93
13355,19812.314
13356,19650.701
13357,19599.879
13358,19650.701
13359,18924.35
13360,18762.734
13361,18229.014
13362,18178.188
13363,18036.365
13364,17633.215
13365,17471.596
13366,17420.77
13367,17471.596
13368,17420.766
13369,17369.938
13370,17420.762
13371,15978.106
13372,15816.486
13373,15765.66
13374,15816.486
13375,15331.656
13376,15170.029
13377,15119.204
13378,15170.029
13379,15008.416
13380,14282.032
13381,14120.412
13382,13958.792
13383,13797.172
13384,13635.552
13385,13473.932
13386,13070.782
13387,12909.156
13388,12858.326
13389,12909.156
13390,12959.989
13391,15037.465
13392,14986.639
13393,15037.465
13394,15199.085
13395,5304.385
13396,5253.552
13397,5202.722
13398,5253.552
13399,1614.4904
13400,1563.6608
13401,1614.4904
13402,1614.3872
13403,726.4244
13404,675.59485
13405,282.39136
13406,231.56184
13407,0.0
13408,0.0
13409,161.62614
13410,282.38797
13411,726.4089
13412,998.84375
13413,1049.6732
13414,1573.5078
13415,1522.6818
13416,1573.5078
13417,1735.134
13418,1896.7601
13419,2058.3862
13420,2249.0393
13421,2299.8655
13422,3026.2485
13423,3187.8625
13424,3137.0366
13425,3511.0908
13426,3460.2646
13427,3511.0908
13428,3672.7107
13429,3834.337
13430,4348.2866
13431,4399.113
13432,4560.733
13433,4722.353
13434,7174.927
13435,7124.097
13436,7498.2153
13437,7447.3823
13438,7498.2153
13439,7447.3857
13440,7498.2153
13441,8446.343
13442,8395.514
13443,8446.343
13444,8497.183
13445,8548.013
13446,7658.66
13447,7709.486
13448,8194.304
13449,8143.478
13450,8305.1045
13451,9517.842
13452,9679.474
13453,10193.437
13454,10244.27
13455,9485.43
13456,10081.039
13457,10131.862
13458,10081.036
13459,10131.862
13460,10249.968
13461,10199.142
13462,10573.152
13463,10623.976
13464,10573.149
13465,10623.976
13466,10785.602
13467,10947.228
13468,11350.384
13469,25452.037
13470,25401.21
13471,24887.268
13472,24836.441
13473,25350.402
13474,24836.445
13475,24785.62
13476,24836.445
13477,24887.268
13478,25048.889
13479,25210.514
13480,25372.14
13481,25775.297
13482,25584.443
13483,25533.617
13484,25584.443
13485,27510.469
13486,27459.643
13487,27510.469
13488,27561.291
13489,27510.469
13490,19947.441
13491,19785.814
13492,19624.19
13493,19462.562
13494,19300.93
13495,19250.102
13496,19300.93
13497,19139.291
13498,19329.592
13499,18926.443
13500,18764.816
13501,18603.19
13502,18552.361
13503,18603.19
13504,18339.889
13505,18289.059
13506,18339.889
13507,18501.516
13508,18663.14
13509,18824.768
13510,18339.834
13511,18289.004
13512,18339.834
13513,18612.246
13514,18450.62
13515,18288.992
13516,18238.164
13517,18288.992
13518,18802.94
13519,18964.566
13520,18273.084
13521,17869.936
13522,17708.309
13523,17657.475
13524,17606.646
13525,17657.475
13526,17819.102
13527,17980.729
13528,18383.877
13529,17657.504
13530,17708.332
13531,17759.166
13532,18473.854
13533,18423.023
13534,18473.854
13535,19045.123
13536,18511.402
13537,18108.252
13538,17946.627
13539,17895.797
13540,17753.984
13541,17350.834
13542,17189.207
13543,17138.379
13544,17189.207
13545,17138.375
13546,17300.0
13547,16875.041
13548,16824.21
13549,16875.041
13550,16098.877
13551,16048.048
13552,16098.877
13553,16048.048
13554,15452.421
13555,15401.592
13556,15452.421
13557,15401.595
13558,14564.424
13559,14402.804
13560,14351.975
13561,14402.804
13562,13917.943
13563,13756.323
13564,13353.174
13565,13191.548
13566,12788.396
13567,12626.765
13568,12677.598
13569,12626.762
13570,12677.6045
13571,12728.4375
13572,12890.076
13573,5345.258
13574,5183.6255
13575,5021.993
13576,4971.16
13577,5021.993
13578,1493.7312
13579,1332.099
13580,1170.4607
13581,1119.6278
13582,605.6652
13583,444.033
13584,282.39474
13585,0.0
13586,282.39474
13587,282.39136
13588,282.39136
13589,444.0175
13590,605.6497
13591,767.2819
13592,928.9141
13593,1805.0697
13594,1855.8992
13595,2017.5254
13596,1966.6958
13597,2017.5254
13598,2179.1516
13599,2340.7776
13600,2531.4307
13601,4983.6675
13602,5034.504
13603,5196.16
13604,5145.327
13605,5196.16
13606,3955.102
13607,3904.2727
13608,3955.102
13609,4116.7285
13610,6467.558
13611,6518.3945
13612,6467.5615
13613,6518.3945
13614,6892.535
13615,7054.1855
13616,7215.8237
13617,7164.9907
13618,7215.8237
13619,7729.819
13620,8113.112
13621,8163.9517
13622,8214.788
13623,8265.621
13624,8538.064
13625,8588.897
13626,8750.536
13627,8912.174
13628,9073.8125
13629,9235.45
13630,9397.083
13631,9911.045
13632,9961.878
13633,10123.517
13634,10285.154
13635,11011.602
13636,10960.769
13637,11011.602
13638,11173.239
13639,11334.878
13640,10855.544
13641,10906.367
13642,10855.541
13643,10906.367
13644,10855.537
13645,10906.367
13646,11067.993
13647,11229.625
13648,11632.782
13649,25169.66
13650,26146.764
13651,25743.605
13652,25581.967
13653,25068.012
13654,25229.643
13655,25068.012
13656,25331.28
13657,25492.906
13658,25442.076
13659,25492.906
13660,25654.537
13661,25816.17
13662,26219.328
13663,25816.006
13664,20191.97
13665,20141.137
13666,20191.97
13667,20030.326
13668,19979.49
13669,20068.205
13670,19906.58
13671,19744.953
13672,19341.803
13673,19180.172
13674,19018.54
13675,18856.9
13676,18806.068
13677,18856.9
13678,19047.207
13679,18885.582
13680,18482.432
13681,18320.799
13682,18159.166
13683,18219.129
13684,18057.498
13685,18219.129
13686,18622.28
13687,18783.906
13688,18945.533
13689,18219.074
13690,18057.441
13691,18006.61
13692,18057.441
13693,18006.602
13694,17955.77
13695,18006.602
13696,18168.234
13697,18571.385
13698,19085.33
13699,17800.03
13700,17638.393
13701,17476.754
13702,17425.918
13703,17375.084
13704,17425.918
13705,17939.867
13706,18101.492
13707,17476.775
13708,17425.941
13709,17476.775
13710,17638.406
13711,18353.094
13712,18191.463
13713,18140.629
13714,18191.463
13715,18390.645
13716,18229.018
13717,17825.867
13718,17664.234
13719,17825.867
13720,17471.6
13721,17068.45
13722,16906.816
13723,16855.982
13724,16906.816
13725,16855.98
13726,16694.332
13727,16643.482
13728,16592.65
13729,16643.482
13730,16592.65
13731,16643.482
13732,15507.204
13733,15456.367
13734,15507.204
13735,15345.554
13736,15294.714
13737,15734.815
13738,15683.986
13739,15633.153
13740,15683.986
13741,14031.67
13742,13870.02
13743,13819.183
13744,13870.02
13745,13495.821
13746,13334.177
13747,13283.34
13748,13334.177
13749,13172.532
13750,12909.159
13751,12395.203
13752,12344.366
13753,12395.203
13754,12446.043
13755,12607.682
13756,12769.319
13757,5355.238
13758,5304.3877
13759,4790.435
13760,4739.5986
13761,4790.435
13762,4739.5947
13763,1211.3424
13764,1049.7042
13765,888.066
13766,726.42773
13767,323.2765
13768,161.63824
13769,0.0
13770,231.56169
13771,282.39813
13772,444.03638
13773,675.5793
13774,726.41223
13775,998.8437
13776,1049.6766
13777,2550.8584
13778,2601.6948
13779,2763.3486
13780,3137.4893
13781,3086.6528
13782,3137.4893
13783,3299.1335
13784,4701.269
13785,4752.109
13786,4701.2725
13787,4752.109
13788,4913.7656
13789,5640.2383
13790,5589.3984
13791,5640.2383
13792,5589.402
13793,6074.3496
13794,6236.0
13795,6185.1636
13796,6236.0
13797,6610.1406
13798,6771.791
13799,6720.9546
13800,6771.791
13801,6933.429
13802,7447.4204
13803,7498.257
13804,7881.55
13805,7932.3896
13806,7983.226
13807,8144.8647
13808,8306.503
13809,8468.141
13810,8629.779
13811,8791.417
13812,8953.056
13813,9467.013
13814,9517.846
13815,9679.483
13816,9841.122
13817,10002.76
13818,10405.918
13819,10567.5625
13820,10729.207
13821,10890.845
13822,11052.483
13823,11214.121
13824,11969.6455
13825,12020.482
13826,11188.762
13827,11137.929
13828,11188.762
13829,11137.929
13830,11188.762
13831,11350.388
13832,11512.025
13833,26187.658
13834,26026.014
13835,25864.37
13836,25461.21
13837,25299.572
13838,25461.21
13839,25512.037
13840,26026.014
13841,25724.47
13842,25775.3
13843,25724.467
13844,25775.3
13845,25936.932
13846,26098.57
13847,20232.863
13848,20071.22
13849,19909.576
13850,19747.932
13851,19697.096
13852,19747.932
13853,19697.092
13854,20027.348
13855,19624.197
13856,19462.566
13857,19300.934
13858,18897.783
13859,18736.145
13860,18574.506
13861,18523.67
13862,18574.506
13863,18764.826
13864,18603.193
13865,18552.361
13866,17927.611
13867,17876.771
13868,17825.936
13869,18339.893
13870,18501.523
13871,18904.676
13872,17927.611
13873,18339.836
13874,17936.686
13875,17775.047
13876,17724.207
13877,17673.371
13878,17724.207
13879,17885.846
13880,18288.996
13881,18450.64
13882,18612.285
13883,17679.273
13884,17517.635
13885,17355.998
13886,17194.36
13887,17143.521
13888,17194.36
13889,17708.312
13890,17406.854
13891,17245.217
13892,17194.379
13893,17245.217
13894,17759.17
13895,18473.857
13896,17959.904
13897,17909.066
13898,17959.904
13899,17909.064
13900,18108.262
13901,17946.629
13902,17432.674
13903,17381.836
13904,17432.674
13905,17189.21
13906,16786.06
13907,16624.422
13908,16573.586
13909,16624.422
13910,16462.771
13911,16522.727
13912,16361.088
13913,16310.251
13914,16361.088
13915,16411.928
13916,15709.757
13917,15548.106
13918,15386.456
13919,15224.806
13920,15063.155
13921,15012.315
13922,15063.155
