,profile_curvature
0,1.529517e-07
1,5.9267956e-07
2,2.3903008e-06
3,8.7693635e-08
4,1.10174064e-07
5,2.9463948e-07
6,4.028425e-07
7,9.638654e-07
8,3.1982856e-07
9,5.527091e-07
10,1.5672182e-07
11,4.3683994e-07
12,1.065653e-06
13,2.3425665e-07
14,6.015984e-07
15,1.7838062e-06
16,4.6157444e-07
17,9.0997827e-07
