,profile_curvature
642,-7.936539e-06
643,-1.9143512e-05
644,-3.9870592e-05
645,-0.00015045407
646,-0.000184414
647,-0.00013955672
648,0.00022152641
649,0.01363678
650,-0.007744807
651,0.0052998713
652,0.0037417691
653,0.00028098814
654,-1.4714136e-05
655,-0.0003162898
656,-0.0008122585
657,-0.000116539326
658,-3.3589775e-05
659,1.015828e-06
660,2.942213e-05
661,4.5928347e-05
662,3.4700137e-05
663,1.1718727e-05
664,-3.0850485e-06
665,-6.219437e-06
666,-1.03357925e-05
667,-1.7396147e-05
668,-6.339722e-05
669,2.3684135e-05
670,-1.8247289e-05
671,-6.270445e-05
672,-3.135002e-05
673,-1.2900437e-05
674,-6.4048154e-06
675,-6.213195e-06
676,-9.693503e-06
677,-1.5106614e-05
678,-2.0157388e-05
679,-2.3001692e-05
680,-2.7796003e-05
681,-4.450178e-05
682,-5.8987112e-05
683,-6.260857e-05
684,-6.179966e-05
685,-6.4391614e-05
686,-7.36107e-05
687,-0.00010523334
688,-0.00015078887
689,-0.00020421676
690,-0.00032488513
691,-0.0004126695
692,-0.00036009867
693,-0.00038481894
694,-0.0003640054
695,-0.00028875368
696,-0.00021217106
697,-0.00018140377
698,-0.00019832577
699,-0.00020800829
700,-0.00023937043
701,-0.00028094827
702,-0.00027521508
703,-0.00016097134
704,0.00069586205
705,0.0004323837
706,-0.00022865155
707,1.3330154e-05
708,-3.3427554e-05
709,0.00011403189
710,0.00012621205
711,5.7885634e-05
712,-2.8027584e-05
713,-4.0151775e-05
714,-5.3662283e-05
715,-5.1520143e-05
716,-4.7447218e-05
717,-4.3304906e-05
718,-4.5641995e-05
719,-4.949856e-05
720,-5.2214473e-05
721,-5.4790882e-05
722,-5.439614e-05
723,-5.9448572e-05
724,-5.7829522e-05
725,-5.897465e-05
726,-6.62301e-05
727,-7.150526e-05
728,-7.0139264e-05
729,-6.11978e-05
730,-6.0797847e-05
731,-7.967286e-05
732,-7.872044e-05
733,-9.124532e-05
734,-8.674277e-05
735,-8.141634e-05
736,-7.763901e-05
737,-9.215112e-05
738,-0.00011959644
739,-0.00014690554
740,-0.00017052393
741,-0.00018787374
742,-0.00012134742
743,-9.6900185e-05
744,-0.00014063974
745,-0.00014754843
746,-0.00012832088
747,-0.00022295704
748,-0.002809441
749,-0.0045718015
750,-0.0069392454
751,-0.1023465
752,-0.01067731
753,-0.0036119013
754,-1.8659617e-05
755,0.0035510403
756,0.0015682225
757,-0.0022502053
758,-0.0009616115
759,-0.0003061069
760,-0.00011333383
761,-4.729319e-05
762,-1.705701e-05
763,-8.929416e-06
764,-1.528621e-05
765,-2.4218974e-05
766,-5.6423112e-05
767,-0.00014809711
768,0.00031306886
769,-0.001196228
770,-0.0006299175
771,-9.257829e-05
772,3.0501395e-05
773,3.222429e-05
774,2.2838252e-05
775,1.6028616e-05
776,1.1073696e-05
777,1.1048525e-05
778,1.2265542e-05
779,1.3457893e-05
780,1.15362245e-05
781,-1.5477332e-07
782,-7.979648e-06
783,-1.9451434e-05
784,-5.7860037e-05
785,-0.00014543379
786,-0.00049345684
787,-0.0012631982
788,-0.00019609598
789,-4.807148e-05
790,-1.5610307e-05
791,2.363729e-05
792,9.7263364e-05
793,4.7034315e-05
794,-0.00023307563
795,-5.4924785e-05
796,-4.6565947e-07
797,-2.3657067e-05
798,-4.7907055e-05
799,-9.5363765e-05
800,-0.00021248154
801,-0.0006311244
802,-0.0011120992
803,-7.1974726e-05
804,8.644728e-05
805,3.0960968e-05
806,7.34792e-07
807,-2.629048e-06
808,-1.8140682e-06
809,-1.5072881e-06
810,-1.3807756e-06
811,-1.398196e-06
812,-1.6045996e-06
813,-2.238105e-06
814,-3.0262784e-06
815,-3.4925563e-06
816,-3.7915254e-06
817,-4.3511704e-06
818,-4.7011067e-06
819,-5.3337744e-06
820,-6.2198733e-06
821,-8.606376e-06
822,-1.1595409e-05
823,-1.1887766e-05
824,-1.5642909e-05
825,-2.0318312e-05
826,-2.3460563e-05
827,-5.6508263e-05
828,-4.9683353e-05
829,-2.1288139e-05
830,-2.4840296e-07
831,4.213166e-05
832,5.2393123e-05
833,2.2511616e-05
834,1.6562759e-05
835,-1.4606672e-06
836,-3.4514673e-05
837,-6.428973e-05
838,0.000117424606
839,0.00015685179
840,5.6566896e-05
841,1.9899944e-05
842,1.552133e-06
843,-2.0133493e-05
844,-5.9692255e-05
845,-0.00032341442
846,-0.020991478
847,-0.007913638
848,-0.00026125184
849,-2.9555683e-06
850,4.97294e-05
851,0.00011682448
852,0.0003912057
853,0.00047932903
854,0.0004534706
855,0.00055569306
856,0.00024690773
857,0.00010399254
858,0.00018731334
859,-0.00024354257
860,-9.8402925e-05
861,-3.270056e-05
862,-1.6587723e-05
863,-1.03031725e-05
864,-2.1617678e-05
865,1.739909e-05
866,1.4720952e-06
867,-2.7534907e-05
868,-0.00022254285
869,-0.013340735
870,-0.0005266816
871,-3.4762274e-05
872,-5.4236455e-07
873,2.086223e-06
874,2.177507e-05
875,0.00012224287
876,0.00048104624
877,0.00022847226
878,2.5783349e-05
879,-0.00020687236
880,-0.00021576027
881,-0.00023578141
882,-0.001543719
883,-0.00059345993
884,-0.0011163517
885,-0.00021723895
886,7.363522e-05
887,0.00027700778
888,0.0033462793
889,0.00022734041
890,2.4372228e-05
891,6.35239e-06
892,2.2446716e-06
893,-2.6033103e-06
894,-1.6730131e-05
895,-4.939851e-05
896,-0.00021301403
897,-0.0023085685
898,-0.0039630933
899,-0.00044058808
900,-0.00013624475
901,-5.704198e-05
902,-2.616402e-05
903,-1.3499191e-05
904,-6.305683e-06
905,1.3029783e-06
906,2.1937374e-05
907,9.6405754e-05
908,0.0012335827
909,0.042607985
910,0.00026608113
911,-1.8711575e-06
912,-2.0019064e-05
913,-4.709517e-05
914,-0.00012625699
915,-0.000309111
916,-0.00024225314
917,8.39935e-05
918,0.0092655765
919,-0.0014151643
920,-0.0001800463
921,-0.045834374
922,0.003683195
923,0.0016856033
924,0.005720046
925,-0.0014374425
926,-0.00024277558
927,-5.6062057e-05
928,-1.6966966e-05
929,6.7888777e-06
930,1.9715279e-05
931,1.302777e-05
932,5.92831e-06
933,-2.8205463e-06
934,-7.0359347e-06
935,-1.2206624e-05
936,-1.8215113e-05
937,-2.153186e-05
938,1.6887127e-05
939,-2.7062188e-05
940,-6.369975e-05
941,-5.2105923e-05
942,-3.5880337e-05
943,-3.3085515e-05
944,-3.1507105e-05
945,-3.002644e-05
946,-3.604867e-05
947,-4.750725e-05
948,-5.9134483e-05
949,-7.6198274e-05
950,-0.00010862436
951,-0.00015216078
952,-0.0001702203
953,-0.00017620996
954,-0.00018159812
955,-0.00019911416
956,-0.00029094084
957,-0.00039636774
958,-0.00054208277
959,-0.00088461814
960,-0.0010374704
961,-0.0009434121
962,-0.0009269368
963,-0.0008752861
964,-0.00073267374
965,-0.0005412825
966,-0.0004842618
967,-0.0004899702
968,-0.00046771282
969,-0.00042710433
970,-0.00034863164
971,-0.0001698618
972,0.00016910191
973,0.00083475007
974,0.00032657062
975,0.000119574914
976,0.00026211992
977,0.00035170332
978,0.0003946823
979,0.0002318391
980,4.688772e-05
981,-5.463674e-05
982,-8.509373e-05
983,-0.0001556456
984,-0.00016255198
985,-0.0001630909
986,-0.00016097333
987,-0.0001716299
988,-0.00017804382
989,-0.00018383586
990,-0.00019077375
991,-0.000187298
992,-0.00015699616
993,-0.00014467075
994,-0.00014135486
995,-0.00016248199
996,-0.00018288934
997,-0.00019411567
998,-0.00018116868
999,-0.00020430211
1000,-0.00023826308
1001,-0.00023362173
1002,-0.0002614342
1003,-0.0002621206
1004,-0.00023651274
1005,-0.00021859376
1006,-0.0002512101
1007,-0.00034603867
1008,-0.00040021382
1009,-0.00044544943
1010,-0.0004185389
1011,-0.00037995062
1012,-0.0004992952
1013,-0.0006338313
1014,-0.00037626852
1015,0.00021909642
1016,-0.00020216918
1017,-0.006332544
1018,-0.018309532
1019,-0.007998265
1020,-0.0022519995
1021,-0.0010687485
1022,-0.0010960515
1023,-0.0013072027
1024,-0.0018283718
1025,-0.0014007281
1026,-0.00072021957
1027,-0.00029173162
1028,-0.00014387867
1029,-5.989703e-05
1030,-1.6093578e-05
1031,1.508063e-06
1032,4.3439773e-06
1033,-2.9992034e-06
1034,-9.458766e-07
1035,1.3563706e-05
1036,8.49588e-05
1037,0.00095435744
1038,-0.17606468
1039,0.0006667163
1040,0.0001594144
1041,5.4892073e-05
1042,2.8495704e-05
1043,1.931626e-05
1044,1.2421389e-05
1045,7.4786417e-06
1046,3.514365e-06
1047,2.1241683e-06
1048,1.7463498e-06
1049,-3.9489356e-07
1050,-5.803468e-06
1051,-1.227895e-05
1052,-2.630929e-05
1053,-7.0920454e-05
1054,-0.000246427
1055,-0.0013351863
1056,-0.0015716737
1057,-0.0001963268
1058,-4.5107925e-05
1059,-1.4565487e-05
1060,1.5556776e-05
1061,4.5266897e-05
1062,5.3562522e-05
1063,-2.1586911e-05
1064,0.00018333319
1065,0.00011977103
1066,2.5820325e-05
1067,4.1488242e-06
1068,-1.0626003e-05
1069,-2.8816652e-05
1070,-6.659529e-05
1071,-0.000113763206
1072,-8.69252e-05
1073,-2.1672266e-05
1074,-1.8167344e-05
1075,-1.5968146e-05
1076,-1.097519e-05
1077,-6.1844553e-06
1078,-4.728813e-06
1079,-4.1483295e-06
1080,-3.7927744e-06
1081,-3.427991e-06
1082,-4.2390634e-06
1083,-8.588363e-06
1084,-1.4030373e-05
1085,-1.5932937e-05
1086,-1.8589577e-05
1087,-1.4362327e-05
1088,-9.590637e-06
1089,-5.318652e-06
1090,-7.752905e-06
1091,-1.5765003e-05
1092,-1.6979156e-05
1093,-1.9772888e-05
1094,-1.8520825e-05
1095,4.280531e-08
1096,-5.7635876e-05
1097,-5.061688e-05
1098,-2.02502e-05
1099,-5.5857345e-06
1100,1.3520618e-05
1101,2.811893e-06
1102,-8.0789705e-06
1103,-5.7048564e-06
1104,-2.1225991e-05
1105,-3.991688e-05
1106,-8.692341e-05
1107,-0.0005424995
1108,0.0011553769
1109,0.00017860305
1110,3.881234e-05
1111,7.3136025e-06
1112,-5.6152417e-06
1113,-1.5004545e-05
1114,-3.5826182e-05
1115,-0.00018016696
1116,-0.0012352082
1117,0.006669983
1118,-0.0003765878
1119,-5.935668e-05
1120,1.7393693e-05
1121,8.300301e-05
1122,9.663804e-05
1123,6.295243e-05
1124,9.305716e-05
1125,6.600788e-05
1126,2.6473868e-05
1127,0.00025175678
1128,-1.07055685e-05
1129,-5.4981723e-05
1130,-2.3972445e-05
1131,-8.816162e-06
1132,2.71927e-06
1133,1.896151e-05
1134,2.816171e-05
1135,-8.134103e-06
1136,-7.894732e-05
1137,-0.0024477185
1138,-0.019303495
1139,-0.00014240894
1140,-1.4450969e-05
1141,1.214812e-05
1142,1.3820416e-05
1143,3.8916252e-05
1144,0.00014912087
1145,-0.00022155094
1146,-2.0649448e-05
1147,2.0031508e-05
1148,-2.7690008e-05
1149,-0.00084946293
1150,-0.00027817715
1151,-0.0017485074
1152,-0.0072315848
1153,-0.0017400647
1154,-5.286751e-05
1155,-1.094055e-05
1156,4.0038147e-05
1157,0.00014457095
1158,8.4430045e-05
1159,2.7420581e-05
1160,8.3610175e-06
1161,2.5137283e-06
1162,1.2547487e-07
1163,-1.2053013e-05
1164,-3.456324e-05
1165,-0.00011103401
1166,-0.0008067742
1167,-0.008520834
1168,-0.0018460826
1169,-0.00034774173
1170,-8.477508e-05
1171,-3.4459197e-05
1172,-1.6956066e-05
1173,-8.453213e-06
1174,-1.950823e-06
1175,1.1104811e-05
1176,5.3754553e-05
1177,0.00045554282
1178,-0.00091030484
1179,0.00038658356
1180,4.043158e-06
1181,-1.9200977e-05
1182,-3.0915377e-05
1183,-5.446187e-05
1184,-9.765423e-05
1185,-0.00024396155
1186,-0.0015596194
1187,-0.0075398455
1188,0.04711545
1189,0.00019166234
1190,0.0061159185
1191,0.016777314
1192,0.0114603685
1193,0.0033584838
1194,0.00035964703
1195,-0.00016043584
1196,-5.8509155e-05
1197,-2.4670131e-05
1198,-4.9935525e-06
1199,2.7962794e-06
1200,2.727061e-06
1201,1.7556142e-06
1202,-2.2693557e-06
1203,-5.829162e-06
1204,-9.90291e-06
1205,-1.5690015e-05
1206,4.354731e-06
1207,4.5630117e-05
1208,9.03102e-06
1209,-5.4250166e-05
1210,-9.234254e-05
1211,-8.139077e-05
1212,-7.908609e-05
1213,-7.9453224e-05
1214,-7.8951234e-05
1215,-9.204987e-05
1216,-0.00012278734
1217,-0.0001522945
1218,-0.00020031181
1219,-0.00030137532
1220,-0.00047334688
1221,-0.00058271294
1222,-0.0006422212
1223,-0.0006515332
1224,-0.00072823116
1225,-0.0010510104
1226,-0.0015611657
1227,-0.002131367
1228,-0.0033524563
1229,-0.0037484784
1230,-0.0030247169
1231,-0.0024364172
1232,-0.0029505598
1233,-0.0025764084
1234,-0.0019110498
1235,-0.0013939498
1236,-0.0012994934
1237,-0.0010980087
1238,-0.00073554326
1239,-0.00039721336
1240,-6.860781e-05
1241,0.00014264071
1242,0.00025350018
1243,1.48830995e-05
1244,7.781453e-05
1245,0.00017545983
1246,0.00026810606
1247,0.00020227167
1248,4.985233e-05
1249,-8.3129766e-05
1250,-0.00017239331
1251,-0.00027649535
1252,-0.00058474945
1253,-0.00075546344
1254,-0.0010715732
1255,-0.0016956837
1256,-0.0032358929
1257,-0.0053967154
1258,-0.007909361
1259,-0.007187907
1260,-0.0050955606
1261,-0.0025947648
1262,-0.0016189797
1263,-0.0011574636
1264,-0.0013849296
1265,-0.0017911592
1266,-0.0024368772
1267,-0.0034837162
1268,-0.005024832
1269,-0.008672412
1270,-0.011800966
1271,-0.019979883
1272,-0.022278365
1273,-0.0124569265
1274,-0.0058486317
1275,-0.0037084843
1276,-0.0028595366
1277,-0.0028716743
1278,-0.0033609613
1279,-0.0045902985
1280,-0.003962692
1281,-0.0022808586
1282,-0.00043516938
1283,-0.0003483181
1284,-0.00046444635
1285,-0.00040020238
1286,-0.00046624974
1287,-0.00038948972
1288,-0.00028510662
1289,-0.00019338104
1290,-0.00017362162
1291,-0.00017865216
1292,-0.000187144
1293,-0.00024289633
