,distance_stream_downstream
7726,32259.545
7727,32208.805
7728,32259.545
7729,32421.014
7730,32582.488
7731,32743.963
7732,32905.438
7733,33066.914
7734,33228.387
7735,39107.156
7736,39056.42
7737,39005.68
7738,39056.42
7739,39217.895
7740,38733.535
7741,38682.797
7742,38733.535
7743,39217.97
7744,39056.492
7745,38895.02
7746,38733.543
7747,38784.277
7748,38733.54
7749,38784.277
7750,38945.754
7751,39107.23
7752,39268.703
7753,39430.18
7754,41456.207
7755,6110.812
7756,5949.3247
7757,5546.186
7758,5384.705
7759,5223.23
7760,4820.098
7761,4658.617
7762,4497.136
7763,4446.39
7764,4497.136
7765,4658.617
7766,4747.971
7767,4586.49
7768,4072.6233
7769,4021.8772
7770,4072.6233
7771,4123.3726
7772,4284.86
7773,2883.159
7774,2480.0266
7775,2318.5457
7776,2267.7998
7777,2318.5457
7778,2267.771
7779,2106.2842
7780,2055.538
7781,2781.6443
7782,2267.777
7783,2217.0312
7784,2267.777
7785,2781.6443
7786,846.94
7787,564.6233
7788,513.8772
7789,564.6233
7790,513.8772
7791,564.6233
7792,1078.4938
7793,1563.0044
7794,1512.2583
7795,1563.0044
7796,1613.7539
7797,1775.241
7798,1936.7279
7799,2098.2148
7800,3205.9792
7801,2773.5886
7802,5362.7397
7803,5312.0005
7804,5362.7397
7805,5311.997
7806,5362.7397
7807,5524.2207
7808,5685.7017
7809,5847.1826
7810,6008.6636
7811,6170.1445
7812,6331.625
7813,6493.106
7814,6896.245
7815,7057.732
7816,7783.6216
7817,7732.8794
7818,7783.6216
7819,7945.0967
7820,8106.572
7821,8268.047
7822,8429.527
7823,18444.71
7824,18041.578
7825,17880.098
7826,17718.617
7827,17667.875
7828,17718.617
7829,17557.148
7830,17395.68
7831,17557.16
7832,17395.68
7833,17909.553
7834,17960.293
7835,17880.092
7836,17718.611
7837,17557.13
7838,17395.65
7839,17344.906
7840,17395.65
7841,18121.691
7842,18070.95
7843,18121.691
7844,18172.432
7845,18333.906
7846,18847.78
7847,19009.268
7848,20733.312
7849,20682.57
7850,20733.312
7851,21811.799
7852,21187.174
7853,21247.174
7854,21085.693
7855,21247.174
7856,22749.87
7857,22235.992
7858,22185.25
7859,22235.992
7860,22397.467
7861,22558.947
7862,22720.428
7863,22881.91
7864,23043.39
7865,23204.871
7866,23366.352
7867,23527.834
7868,24414.004
7869,24363.26
7870,24414.004
7871,24575.484
7872,24978.623
7873,26461.025
7874,25947.148
7875,25896.406
7876,26057.887
7877,25896.406
7878,26057.887
7879,26673.21
7880,26622.469
7881,26673.21
7882,26834.691
7883,26996.172
7884,27399.312
7885,27560.799
7886,27722.285
7887,31684.03
7888,31280.89
7889,31119.408
7890,30957.94
7891,31017.94
7892,30856.459
7893,31017.94
7894,30745.742
7895,30694.998
7896,30745.742
7897,30907.217
7898,31068.697
7899,31471.836
7900,31633.322
7901,32036.45
7902,32520.941
7903,32470.195
7904,33085.574
7905,33034.83
7906,32703.32
7907,32652.576
7908,32703.32
7909,32864.793
7910,33026.27
7911,33187.742
7912,33349.22
7913,39338.727
7914,39287.984
7915,39338.727
7916,39287.984
7917,39015.85
7918,38965.11
7919,39015.848
7920,39066.586
7921,39015.844
7922,39066.586
7923,39228.06
7924,39389.535
7925,5989.989
7926,5828.502
7927,5667.0146
7928,5616.269
7929,5344.0728
7930,4940.927
7931,4779.446
7932,4376.313
7933,4214.826
7934,4164.0767
7935,4214.826
7936,4164.073
7937,4354.933
7938,3841.0627
7939,3790.3132
7940,3841.0627
7941,4002.5498
7942,4164.0366
7943,4325.524
7944,2600.8557
7945,2197.723
7946,2036.2358
7947,1985.4863
7948,2036.2358
7949,1985.4612
7950,1823.9742
7951,1773.2246
7952,1823.9742
7953,1985.4673
7954,2146.9543
7955,513.877
7956,564.63007
7957,564.63007
7958,282.31332
7959,231.5638
7960,282.31332
7961,443.8003
7962,846.93317
7963,1331.444
7964,1280.6945
7965,1331.444
7966,1492.931
7967,1654.418
7968,1815.9049
7969,2329.782
7970,2380.5315
7971,2542.0247
7972,2703.5176
7973,2865.0107
7974,5594.307
7975,5645.05
7976,5806.5303
7977,5755.7847
7978,5806.5303
7979,5968.011
7980,6129.492
7981,6401.708
7982,6452.454
7983,6613.935
7984,6775.4224
7985,6936.909
7986,7340.049
7987,8065.9316
7988,8015.1855
7989,8065.9316
7990,8227.406
7991,8499.61
7992,8550.356
7993,18323.895
7994,18162.408
7995,18111.668
7996,17950.18
7997,18111.668
7998,18514.807
7999,19028.691
8000,17839.47
8001,17788.73
8002,17627.242
8003,17788.73
8004,18191.87
8005,18353.363
8006,17839.44
8007,17677.959
8008,17627.217
8009,17576.47
8010,17627.217
8011,17788.703
8012,18302.58
8013,18353.256
8014,18726.957
8015,18565.47
8016,18726.957
8017,19130.096
8018,19291.59
8019,19694.73
8020,21852.463
8021,21690.977
8022,21529.49
8023,21368.002
8024,21317.256
8025,21831.135
8026,22629.047
8027,22467.559
8028,22416.812
8029,22679.777
8030,22629.031
8031,22679.777
8032,22841.258
8033,23002.738
8034,23164.219
8035,23325.701
8036,23487.182
8037,23648.662
8038,23810.148
8039,24696.312
8040,24645.566
8041,24696.312
8042,24857.8
8043,26340.203
8044,26178.717
8045,26127.97
8046,26178.717
8047,26127.97
8048,26178.717
8049,26904.777
8050,26955.521
8051,26904.775
8052,26955.521
8053,27117.002
8054,27278.488
8055,27439.977
8056,27601.463
8057,28004.602
8058,31401.719
8059,31350.973
8060,31401.719
8061,31138.768
8062,31088.021
8063,31138.768
8064,30977.309
8065,31028.05
8066,31189.525
8067,31138.781
8068,31189.525
8069,31351.014
8070,31864.896
8071,31915.646
8072,32077.139
8073,32238.633
8074,32400.125
8075,32803.266
8076,32964.754
8077,33126.24
8078,33287.727
8079,33449.215
8080,33610.7
8081,39348.895
8082,39298.15
8083,39348.895
8084,39510.383
8085,39348.895
8086,5949.328
8087,5898.5786
8088,5949.328
8089,5223.2524
8090,5061.7593
8091,5011.01
8092,4497.1396
8093,4094.0059
8094,3932.5127
8095,3881.7598
8096,3932.5127
8097,3669.498
8098,3609.5024
8099,3558.7495
8100,3609.5024
8101,4123.376
8102,4284.8633
8103,3032.6562
8104,3083.4092
8105,2318.549
8106,1915.4155
8107,1753.9225
8108,1703.1694
8109,1541.6609
8110,1490.9078
8111,1541.6609
8112,1703.1539
8113,1864.647
8114,2267.7805
8115,282.3167
8116,231.5637
8117,282.3167
8118,282.3167
8119,0.0
8120,161.49304
8121,564.62665
8122,726.11365
8123,887.6316
8124,1049.1307
8125,1210.6298
8126,1613.7573
8127,1775.2443
8128,1936.7313
8129,2098.2183
8130,2259.7114
8131,2421.2043
8132,2582.6975
8133,2744.1904
8134,2905.806
8135,3067.2988
8136,6038.0977
8137,5987.348
8138,6250.3247
8139,6411.8057
8140,6361.056
8141,6411.8057
8142,6896.2485
8143,7057.7354
8144,7006.986
8145,7057.7354
8146,7219.2285
8147,7622.369
8148,7783.868
8149,8297.758
8150,8671.524
8151,8833.029
8152,8782.276
8153,8833.029
8154,18393.986
8155,18232.494
8156,18181.744
8157,18232.494
8158,18746.377
8159,19260.266
8160,18071.043
8161,17909.557
8162,17858.807
8163,17909.557
8164,18071.049
8165,18584.93
8166,18635.684
8167,19149.57
8168,19200.322
8169,19361.822
8170,18181.76
8171,18020.268
8172,18181.76
8173,18584.9
8174,18847.783
8175,19009.275
8176,18847.783
8177,19009.275
8178,19412.416
8179,19926.305
8180,21973.291
8181,21811.803
8182,21650.316
8183,21710.314
8184,21548.82
8185,21710.314
8186,22749.873
8187,22699.123
8188,22749.873
8189,22911.365
8190,22962.09
8191,23123.57
8192,23072.822
8193,23123.57
8194,23285.064
8195,23688.205
8196,23930.977
8197,23880.227
8198,23930.977
8199,24092.469
8200,24978.627
8201,24927.877
8202,24978.627
8203,26461.03
8204,26410.28
8205,26571.775
8206,26410.283
8207,26359.533
8208,26410.283
8209,27348.582
8210,27187.088
8211,27237.834
8212,27399.314
8213,27348.566
8214,27399.314
8215,27560.803
8216,27722.29
8217,27883.781
8218,31633.283
8219,31684.031
8220,31531.828
8221,31370.336
8222,31319.586
8223,31370.336
8224,31421.082
8225,31794.826
8226,31633.332
8227,31471.84
8228,31421.09
8229,31471.84
8230,31633.332
8231,31794.826
8232,31956.318
8233,32117.812
8234,32520.953
8235,32682.451
8236,33085.58
8237,33247.066
8238,33408.555
8239,33570.04
8240,33731.527
8241,39631.207
8242,39580.46
8243,39631.207
8244,39792.695
8245,5908.7163
8246,5505.575
8247,5344.076
8248,5293.323
8249,5344.076
8250,4376.3413
8251,4214.8296
8252,3811.695
8253,3650.196
8254,3488.691
8255,3437.9343
8256,3488.691
8257,3327.1858
8258,3276.4258
8259,3891.8193
8260,2851.8489
8261,2801.0925
8262,2851.8489
8263,2197.7322
8264,2036.2393
8265,1633.1049
8266,1471.6058
8267,1310.1007
8268,1259.3441
8269,1310.1007
8270,1823.9775
8271,513.88367
8272,282.32013
8273,231.56361
8274,0.0
8275,0.0
8276,0.0
8277,231.5637
8278,282.3167
8279,443.8158
8280,605.3149
8281,766.81396
8282,928.31305
8283,1089.8121
8284,1492.9532
8285,1654.4584
8286,1926.7122
8287,1977.4686
8288,2138.9739
8289,2300.479
8290,2461.9841
8291,2623.4893
8292,2784.9944
8293,2946.4995
8294,3672.6577
8295,3621.9011
8296,3672.6577
8297,4157.1914
8298,4318.702
8299,4267.946
8300,4318.702
8301,7289.3027
8302,7340.0522
8303,7289.2993
8304,7340.0522
8305,7501.5513
8306,8015.441
8307,8066.1978
8308,8227.703
8309,8389.208
8310,8550.713
8311,8712.218
8312,18514.81
8313,18464.06
8314,18413.309
8315,18464.06
8316,18977.947
8317,19139.453
8318,19542.596
8319,18141.123
8320,18191.873
8321,18141.12
8322,18191.873
8323,18353.365
8324,18514.865
8325,18918.006
8326,19079.506
8327,19593.395
8328,19644.152
8329,18251.832
8330,18302.584
8331,18464.084
8332,18867.225
8333,19130.1
8334,19079.348
8335,19130.1
8336,19291.6
8337,19694.74
8338,20208.627
8339,21932.633
8340,21992.63
8341,21831.137
8342,21780.385
8343,21831.137
8344,22345.025
8345,23032.19
8346,22981.436
8347,23032.19
8348,23193.654
8349,23355.139
8350,23405.889
8351,23355.135
8352,23405.889
8353,23919.775
8354,24162.543
8355,24213.293
8356,24162.54
8357,24213.293
8358,27307.986
8359,25260.943
8360,26743.346
8361,26692.594
8362,26854.1
8363,26692.6
8364,26641.848
8365,26692.6
8366,26641.85
8367,27469.404
8368,27418.652
8369,28144.77
8370,27741.629
8371,27580.129
8372,27741.629
8373,28004.605
8374,28166.105
8375,28004.605
8376,28166.105
8377,28569.246
8378,32115.79
8379,31712.648
8380,31551.15
8381,31712.648
8382,32115.79
8383,31915.65
8384,31864.896
8385,31915.65
8386,31754.156
8387,31915.65
8388,31864.896
8389,31915.65
8390,32077.143
8391,32238.635
8392,32400.135
8393,32803.277
8394,32964.77
8395,33367.895
8396,33529.383
8397,5787.9014
8398,5626.396
8399,5575.643
8400,5524.8867
8401,5575.643
8402,4255.5264
8403,4094.0212
8404,3932.516
8405,3529.381
8406,3367.876
8407,3206.3708
8408,3044.8657
8409,2994.1057
8410,3044.8657
8411,3206.3708
8412,2620.2888
8413,2569.5288
8414,2620.2888
8415,3134.169
8416,2157.1458
8417,1753.9259
8418,1350.7908
8419,1189.2856
8420,1027.7805
8421,977.02057
8422,1027.7805
8423,282.3235
8424,231.56355
8425,0.0
8426,161.50513
8427,282.32013
8428,282.32013
8429,282.32013
8430,846.9671
8431,1119.2296
8432,1169.9895
8433,887.635
8434,1049.134
8435,1210.6332
8436,1372.1383
8437,1533.6434
8438,1695.1486
8439,1856.6537
8440,2018.1588
8441,2179.6638
8442,2341.169
8443,2502.674
8444,2664.1792
8445,2825.6843
8446,3228.8264
8447,3390.3374
8448,3551.8486
8449,3713.3599
8450,3874.871
8451,4036.3823
8452,4197.8936
8453,4359.405
8454,7571.619
8455,7622.372
8456,7571.6157
8457,7622.372
8458,7783.8774
8459,7945.3823
8460,8106.8877
8461,8268.393
8462,8429.897
8463,8833.04
8464,8994.551
8465,18695.629
8466,18644.871
8467,18695.629
8468,18857.133
8469,19260.275
8470,19421.787
8471,19935.684
8472,18423.44
8473,18474.193
8474,18635.686
8475,18584.93
8476,18635.686
8477,18797.191
8478,19200.326
8479,19361.832
8480,19523.336
8481,19926.479
8482,18534.148
8483,18584.904
8484,18746.41
8485,19361.668
8486,19412.42
8487,19361.664
8488,19412.42
8489,19926.307
8490,20087.812
8491,20249.318
8492,22113.457
8493,22062.705
8494,22011.947
8495,22062.705
8496,22224.209
8497,23263.756
8498,23213.0
8499,23263.756
8500,23637.459
8501,23586.701
8502,23637.455
8503,23586.7
8504,23637.455
8505,23798.959
8506,24495.613
8507,24444.86
8508,24394.104
8509,24444.86
8510,27187.172
8511,27025.666
8512,26974.91
8513,27136.42
8514,26974.92
8515,26924.164
8516,26974.92
8517,27136.426
8518,26873.414
8519,27700.973
8520,28427.096
8521,28023.955
8522,27862.45
8523,27811.693
8524,27862.45
8525,28023.955
8526,28286.926
8527,28236.17
8528,28286.926
8529,28448.432
8530,31994.975
8531,31833.469
8532,31782.713
8533,31833.469
8534,32308.719
8535,32147.213
8536,32308.719
8537,32147.217
8538,32197.969
8539,32147.213
8540,32197.969
8541,32359.475
8542,32520.955
8543,32470.2
8544,32520.955
8545,32682.46
8546,32843.965
8547,33005.473
8548,33166.977
8549,5225.2114
8550,5174.4478
8551,4902.1646
8552,4851.4014
8553,4902.1646
8554,4376.3447
8555,4214.84
8556,3811.7046
8557,3650.1995
8558,3488.6943
8559,3437.9343
8560,2924.0535
8561,2762.5422
8562,2711.7788
8563,2762.5422
8564,2601.0188
8565,2337.9653
8566,2388.7288
8567,2439.4956
8568,1925.5891
8569,1874.8223
8570,1471.6091
8571,1310.104
8572,796.22046
8573,745.45703
8574,796.22046
8575,282.3269
8576,0.0
8577,282.3269
8578,282.3235
8579,564.6436
8580,513.88367
8581,564.6436
8582,726.1548
8583,887.666
8584,1049.1772
8585,1210.6884
8586,1492.9567
8587,1442.1968
8588,1492.9567
8589,1977.472
8590,1926.712
8591,1977.472
8592,2138.977
8593,2300.4822
8594,2784.9976
8595,2734.2378
8596,2784.9976
8597,2946.5027
8598,3108.014
8599,3269.5251
8600,3431.0364
8601,3592.5476
8602,3754.0588
8603,3915.57
8604,4077.081
8605,4590.9775
8606,4641.741
8607,4803.2583
8608,7904.696
8609,8066.2007
8610,8015.441
8611,8066.2007
8612,8227.706
8613,8389.211
8614,8550.716
8615,8712.228
8616,8873.738
8617,9276.881
8618,18977.951
8619,18927.191
8620,18977.951
8621,19139.463
8622,19653.36
8623,19704.123
8624,19865.64
8625,20268.783
8626,18867.254
8627,18918.01
8628,18867.25
8629,18918.01
8630,19644.154
8631,19593.395
8632,19644.154
8633,19805.666
8634,20208.809
8635,20370.326
8636,18867.229
8637,19028.732
8638,19643.986
8639,19694.744
8640,19643.984
8641,19805.494
8642,20208.637
8643,20370.154
8644,22345.027
8645,22405.023
8646,22243.512
8647,22405.023
8648,22345.027
8649,23495.324
8650,23444.564
8651,23495.324
8652,23869.025
8653,23818.266
8654,23869.021
8655,23919.78
8656,23869.018
8657,23919.78
8658,24433.672
8659,24676.426
8660,24625.666
8661,24676.426
8662,27307.99
8663,27257.23
8664,27307.99
8665,27257.232
8666,27206.486
8667,27367.994
8668,27206.484
8669,27367.994
8670,27771.137
8671,27932.535
8672,28306.283
8673,28144.773
8674,28204.768
8675,28043.256
8676,28204.768
8677,28144.773
8678,28518.492
8679,28569.25
8680,28518.49
8681,28569.25
8682,32115.793
8683,32065.033
8684,32115.793
8685,32065.033
8686,32429.537
8687,32378.777
8688,32429.537
8689,32378.78
8690,32429.537
8691,32480.293
8692,32429.533
8693,32480.293
8694,33317.17
8695,32803.277
8696,32752.52
8697,32803.277
8698,5104.4077
8699,4942.8843
8700,4781.361
8701,4619.838
8702,4458.3145
8703,4407.5474
8704,4458.3145
8705,3932.5264
8706,3881.763
8707,3932.5264
8708,3206.3804
8709,3044.8691
8710,2641.7324
8711,2480.2153
8712,2318.692
8713,2157.1687
8714,2106.4019
8715,2157.1687
8716,2106.3982
8717,1804.7794
8718,1643.2622
8719,1592.4954
8720,1643.2622
8721,675.4108
8722,513.89355
8723,282.3303
8724,231.56339
8725,0.0
8726,161.51723
8727,564.6606
8728,726.1839
8729,846.9705
8730,796.2071
8731,846.9705
8732,1119.2295
8733,1169.9929
8734,1331.5042
8735,1493.0214
8736,1654.5386
8737,1724.5237
8738,1886.0409
8739,2289.184
8740,2421.304
8741,2582.809
8742,2532.0457
8743,2582.809
8744,3067.3245
8745,3228.8296
8746,3178.0662
8747,3228.8296
8748,3390.3408
8749,3551.852
8750,3713.3633
8751,3874.8745
8752,4036.3857
8753,4197.897
8754,4359.414
8755,4520.931
8756,4682.4487
8757,5085.592
8758,5247.115
8759,8348.527
8760,8297.765
8761,8348.527
8762,8833.043
8763,8782.279
8764,8833.043
8765,8994.555
8766,9156.071
8767,9559.215
8768,19260.28
8769,19209.516
8770,19260.28
8771,19421.795
8772,19583.312
8773,19986.457
8774,20147.98
8775,19200.336
8776,19149.576
8777,19098.812
8778,19149.576
8779,19311.094
8780,19926.482
8781,19875.719
8782,19926.482
8783,20088.0
8784,20491.143
8785,20652.666
8786,19260.297
8787,19977.07
8788,19926.31
8789,19875.547
8790,19926.31
8791,20087.828
8792,20249.346
8793,23039.736
8794,22525.838
8795,22475.074
8796,22525.838
8797,22687.35
8798,23726.89
8799,23676.127
8800,23726.89
8801,24100.592
8802,24049.828
8803,24100.592
8804,24151.346
8805,24100.582
8806,24151.346
8807,24312.863
8808,24716.006
8809,24857.23
8810,24907.994
8811,24958.754
8812,27590.316
8813,27539.553
8814,28053.47
8815,27650.328
8816,27488.81
8817,27438.047
8818,27488.81
8819,28113.465
8820,28164.23
8821,28427.1
8822,28487.094
8823,28436.338
8824,28274.82
8825,28436.338
8826,28487.094
8827,28851.576
8828,28800.816
8829,28851.576
8830,28800.812
8831,28851.576
8832,29013.094
8833,33225.766
8834,32822.62
8835,32661.104
8836,32610.34
8837,32661.104
8838,33175.0
8839,32873.38
8840,32711.86
8841,32661.096
8842,32711.86
8843,33196.363
8844,33034.848
8845,32984.082
8846,5225.2217
8847,4822.077
8848,4660.554
8849,4499.031
8850,4337.5073
8851,4175.9844
8852,4125.214
8853,4175.9844
8854,4226.758
8855,3488.7227
8856,3327.1995
8857,2924.0627
8858,2762.5457
8859,2711.7786
8860,2197.885
8861,2036.3617
8862,1874.8384
8863,1824.068
8864,1874.8384
8865,1824.0646
8866,1874.8384
8867,1360.9319
8868,1411.7024
8869,796.2239
8870,282.33368
8871,231.5633
8872,0.0
8873,161.5233
8874,282.3303
8875,443.85358
8876,957.75055
8877,1119.2799
8878,1170.0503
8879,1078.5339
8880,1452.3232
8881,1613.8344
8882,1563.0675
8883,1724.5908
8884,2238.494
8885,2400.0232
8886,2006.8539
8887,2168.3772
8888,3367.8489
8889,2814.3726
8890,2865.1394
8891,3349.6548
8892,3298.888
8893,3349.6548
8894,3511.1782
8895,3672.7014
8896,3621.9043
8897,3672.6711
8898,4157.2046
8899,4106.438
8900,4480.227
8901,4641.744
8902,4590.9775
8903,4641.744
8904,4803.2617
8905,4964.7847
8906,5126.308
8907,5287.8315
8908,8630.858
8909,8580.091
8910,8630.858
8911,9115.373
8912,9276.885
8913,9226.118
8914,9276.885
8915,9438.408
8916,9841.552
8917,19542.61
8918,19704.127
8919,19653.36
8920,19704.127
8921,19865.648
8922,20379.547
8923,20430.316
8924,20591.846
8925,19431.906
8926,19381.14
8927,19431.906
8928,20158.049
8929,20208.812
8930,20158.045
8931,20208.812
8932,20370.336
8933,20773.479
8934,20935.01
8935,20319.4
8936,20157.877
8937,20107.111
8938,20157.877
8939,20671.777
8940,20833.307
8941,23271.305
8942,22757.404
8943,22706.639
8944,22757.404
8945,22808.168
8946,22969.68
8947,24009.22
8948,24382.922
8949,24332.158
8950,24754.422
8951,24703.652
8952,24754.422
8953,24433.676
8954,24382.908
8955,24433.676
8956,24595.2
8957,24756.723
8958,24918.246
8959,25321.389
8960,28497.338
8961,28335.809
8962,27932.664
8963,27771.14
8964,27720.377
8965,27669.611
8966,27720.377
8967,27881.9
8968,28043.424
8969,28446.568
8970,28608.098
8971,28769.627
8972,28506.383
8973,28557.15
8974,28718.674
8975,29121.818
8976,29283.348
8977,29083.143
8978,29133.906
8979,29083.139
8980,29133.906
8981,33104.957
8982,32943.434
8983,32892.668
8984,32943.434
8985,32892.67
8986,33054.195
8987,32994.19
8988,32943.42
8989,32994.19
8990,33831.074
8991,33317.176
8992,33266.41
8993,33317.176
8994,5104.417
8995,4942.8877
8996,4781.3643
8997,4619.8413
8998,4458.318
8999,3944.4243
9000,3893.6504
9001,3944.4243
9002,4105.9536
9003,3609.533
9004,3558.7627
9005,3609.533
9006,3206.3965
9007,2480.2188
9008,2318.6953
9009,2157.172
9010,2106.4016
9011,1592.5048
9012,1541.7308
9013,1592.5048
9014,1078.5947
9015,1129.3687
9016,1290.898
9017,564.66736
9018,282.33707
9019,0.0
9020,282.33707
9021,282.33368
9022,513.89355
9023,564.664
9024,726.18726
9025,887.7166
9026,1049.246
9027,1452.3907
9028,1613.92
9029,1956.1602
9030,1794.6307
9031,1956.1602
9032,2117.6895
9033,2520.8342
9034,2682.3696
9035,3085.5151
9036,3247.0566
9037,3408.5981
9038,3570.1335
9039,4538.0044
9040,3631.9885
9041,3581.2183
9042,3631.9885
9043,3793.512
9044,5345.712
9045,5294.938
9046,5668.7827
9047,5618.009
9048,5668.7827
9049,5830.318
9050,5991.8535
9051,5085.595
9052,5034.8247
9053,5085.595
9054,5247.1187
9055,5408.642
9056,5570.1714
9057,8913.191
9058,8862.422
9059,8913.191
9060,9508.451
9061,9559.219
9062,9508.448
9063,9559.219
9064,9720.748
9065,9882.277
9066,19935.693
9067,19986.459
9068,19935.69
9069,19986.459
9070,20147.982
9071,20309.512
9072,20712.656
9073,20874.193
9074,19612.703
9075,19663.473
9076,19714.24
9077,20440.379
9078,20491.146
9079,20440.375
9080,20491.146
9081,20652.676
9082,21055.82
9083,20440.21
9084,20389.443
9085,20338.674
9086,20389.443
9087,20550.973
9088,20712.502
9089,23150.502
9090,22988.973
9091,22938.201
9092,23452.102
9093,23502.875
9094,23664.41
9095,23825.947
9096,23987.482
9097,24149.018
9098,24310.553
9099,24472.088
9100,24633.617
9101,24665.242
9102,24716.01
9103,24665.238
9104,24716.01
9105,24877.533
9106,25039.057
9107,25200.586
9108,28376.533
9109,28215.004
9110,28053.475
9111,28002.703
9112,28053.475
9113,28002.71
9114,28164.234
9115,28113.465
9116,28164.234
9117,28325.764
9118,28487.293
9119,28648.822
9120,29051.967
9121,28788.717
9122,28839.484
9123,29001.014
9124,29162.543
9125,29314.707
9126,29365.473
9127,29314.703
9128,29365.473
9129,33225.766
9130,33175.0
9131,33124.23
9132,33175.0
9133,33225.766
9134,33387.297
9135,33225.758
9136,34164.184
9137,33761.04
9138,33599.51
9139,33548.742
9140,33497.973
9141,33548.742
9142,5225.2246
9143,5174.451
9144,4549.864
9145,4499.0864
9146,4549.864
9147,3823.6228
9148,3662.0874
9149,3611.3098
9150,3662.0874
9151,3500.5398
9152,3449.7625
9153,3500.5398
9154,2762.5679
9155,2601.0325
9156,2439.5093
9157,2388.7354
9158,1874.8418
9159,1360.9451
9160,1310.1676
9161,1360.9451
9162,847.03156
9163,796.2542
9164,847.03156
9165,564.67413
9166,282.34048
9167,0.0
9168,282.34048
9169,443.8759
9170,605.4113
9171,1008.5568
9172,957.7505
9173,1119.2798
9174,1170.0537
9175,1331.5891
9176,1734.7346
9177,2076.9678
9178,2026.194
9179,2076.9678
9180,2238.497
9181,2400.0325
9182,2803.1782
9183,2964.7195
9184,3126.261
9185,3287.7964
9186,4255.6675
9187,4204.89
9188,4255.6675
9189,4417.209
9190,4578.7505
9191,4740.292
9192,4901.833
9193,5063.3745
9194,5224.91
9195,5386.4453
9196,5547.981
9197,5709.516
9198,5871.052
9199,6032.587
9200,6194.1226
9201,5317.162
9202,5690.979
9203,5640.205
9204,5690.979
9205,9144.755
9206,9195.529
9207,9144.755
9208,9952.32
9209,9790.785
9210,9841.556
9211,9790.781
9212,9841.556
9213,10003.085
9214,10164.62
9215,20218.027
9216,20268.797
9217,20430.32
9218,20379.547
9219,20430.32
9220,20591.855
9221,20995.002
9222,21156.543
9223,19996.578
9224,19945.803
9225,19996.578
9226,20722.713
9227,20773.482
9228,20935.018
9229,20773.482
9230,20935.018
9231,21338.164
9232,20621.012
9233,20570.236
9234,20621.012
9235,20671.781
9236,20833.31
9237,23271.309
9238,23220.54
9239,23169.766
9240,23220.54
9241,23382.074
9242,23543.61
9243,23705.145
9244,23866.68
9245,24028.215
9246,24189.752
9247,24351.287
9248,24754.432
9249,24915.973
9250,25077.516
9251,25591.428
9252,25642.209
9253,25321.393
9254,25270.62
9255,25321.393
9256,28497.342
9257,28335.812
9258,28285.037
9259,28335.812
9260,28285.041
9261,28234.273
9262,28395.8
9263,28446.572
9264,28395.797
9265,28446.572
9266,28931.166
9267,28769.63
9268,28931.166
9269,29334.31
9270,29495.852
9271,29121.82
9272,29283.35
9273,30222.088
9274,29597.04
9275,29546.266
9276,29597.04
9277,33457.336
9278,33406.562
9279,33457.336
9280,33406.566
9281,33457.332
9282,33508.105
9283,34204.918
9284,34043.383
9285,33881.848
9286,33831.074
9287,33881.848
9288,33831.082
9289,33780.31
9290,16506.646
9291,16455.865
9292,16506.646
9293,16668.188
9294,4590.6064
9295,4429.065
9296,4267.5234
9297,4105.976
9298,3944.4277
9299,3541.2883
9300,3379.7468
9301,3328.966
9302,3379.7468
9303,3218.1992
9304,3056.6458
9305,2793.527
9306,2844.3079
9307,2359.6257
9308,2308.8447
9309,1643.2855
9310,1240.146
9311,1078.6045
9312,1027.8237
9313,1078.6045
9314,564.6911
9315,513.9068
9316,282.34384
9317,231.56303
9318,0.0
9319,161.54144
9320,564.68097
9321,726.2164
9322,887.7578
9323,1290.8973
9324,1452.3942
9325,1401.6168
9326,1452.3942
9327,1613.9355
9328,2017.0819
9329,2359.3083
9330,2520.8376
9331,2470.0603
9332,2520.8376
9333,2682.3792
9334,2843.9207
9335,3005.462
9336,3650.22
9337,3922.5461
9338,3973.327
9339,4134.8687
9340,4296.4097
9341,4457.951
9342,4619.4927
9343,4781.034
9344,4942.5757
9345,5345.7153
9346,5618.009
9347,5668.786
9348,5830.3213
9349,5991.857
9350,6153.392
9351,6314.9277
9352,6476.469
9353,5599.5024
9354,7687.7627
9355,7636.982
9356,7687.7627
9357,7849.3223
9358,8010.8696
9359,10073.126
9360,10123.8955
9361,10073.118
9362,10123.8955
9363,10285.425
9364,10234.647
9365,10285.425
9366,10446.967
9367,10608.508
9368,20661.887
9369,20712.66
9370,20661.883
9371,20712.66
9372,20874.201
9373,21388.115
9374,21438.896
9375,21600.443
9376,22326.686
9377,22275.904
9378,22326.686
9379,21055.824
9380,21005.047
9381,21055.824
9382,21217.365
9383,21378.906
9384,20801.8
9385,20852.578
9386,21115.65
9387,21064.873
9388,23502.879
9389,23452.105
9390,23502.879
9391,23452.102
9392,23502.879
9393,23664.414
9394,23825.95
9395,23987.484
9396,24149.021
9397,24310.557
9398,24472.092
9399,24633.633
9400,24795.174
9401,25309.088
9402,25359.87
9403,25521.416
9404,25682.963
9405,25844.512
9406,26358.422
9407,26409.205
9408,28567.379
9409,28516.602
9410,28567.379
9411,28728.92
9412,28567.38
9413,28728.912
9414,28678.139
9415,28627.361
9416,28678.139
9417,29051.97
9418,29001.193
9419,29051.97
9420,29213.512
9421,29727.418
9422,29778.2
9423,29939.748
9424,30101.295
