,TWI_raster
6531,-14.521697
6532,-15.257287
6533,-14.38679
6534,-12.2303
6535,-9.278696
6536,-11.669245
6537,-11.482815
6538,-12.892107
6539,-15.53364
6540,-15.037604
6541,-11.039975
6542,-13.439917
6543,-10.354479
6544,-10.170638
6545,-12.687158
6546,-16.318642
6547,-14.733318
6548,-12.991195
6549,-13.128039
6550,-10.284273
6551,-5.8332376
6552,-9.6630945
6553,-10.2460375
6554,-11.522582
6555,-14.4549
6556,-13.530855
6557,-12.522289
6558,-14.32158
6559,-14.429448
6560,-15.093073
6561,-15.645701
6562,-16.510946
6563,-16.082312
6564,-16.007168
6565,-14.825141
6566,-15.679291
6567,-16.593075
6568,-16.279654
6569,-14.873932
6570,-11.2016945
6571,-15.020213
6572,-15.733333
6573,-12.905531
6574,-10.896827
6575,-14.854921
6576,-15.691642
6577,-15.878258
6578,-15.09295
6579,-9.097011
6580,-10.510055
6581,-12.8130245
6582,-10.546404
6583,-9.286431
6584,-9.539138
6585,-9.791576
6586,-11.697488
6587,-12.4827385
6588,-13.652517
6589,-16.062176
6590,-14.359583
6591,-11.868258
6592,-9.772645
6593,-10.111465
6594,-11.649585
6595,-13.179381
6596,-13.923159
6597,-12.633561
6598,-10.911566
6599,-13.069487
6600,-13.865409
6601,-14.028036
6602,-12.230627
6603,-10.095713
6604,-11.718648
6605,-13.6693125
6606,-15.577316
6607,-15.720177
6608,-12.475356
6609,-11.566035
6610,-11.527897
6611,-9.634782
6612,-12.852892
6613,-13.97828
6614,-10.807709
6615,-8.651065
6616,-8.221848
6617,-7.4041166
6618,-12.227599
6619,-14.269716
6620,-15.017782
6621,-15.995036
6622,-15.256241
6623,-13.693485
6624,-14.411916
6625,-11.399455
6626,-11.567862
6627,-12.397558
6628,-13.912692
6629,-15.396277
6630,-15.684882
6631,-10.774222
6632,-10.051425
6633,-12.665179
6634,-14.393688
6635,-15.575822
6636,-14.214659
6637,-16.19104
6638,-15.464878
6639,-14.680302
6640,-12.886045
6641,-11.175018
6642,-12.542258
6643,-11.877545
6644,-11.983751
6645,-10.023082
6646,-11.441345
6647,-11.946984
6648,-11.683532
6649,-13.1034155
6650,-13.863719
6651,-14.621866
6652,-14.057084
6653,-15.301724
6654,-15.80709
6655,-16.442453
6656,-15.481601
6657,-12.124165
6658,-14.026702
6659,-15.428668
6660,-16.404297
6661,-13.8812685
6662,-12.9346895
6663,-15.328414
6664,-15.503364
6665,-14.6417465
6666,-14.188561
6667,-16.301533
6668,-15.39557
6669,-14.469562
6670,-12.677704
6671,-13.619977
6672,-15.881674
6673,-8.7945
6674,-13.02307
6675,-14.086484
6676,-16.973057
6677,-14.724442
6678,-14.833029
6679,-12.621493
6680,-9.800309
6681,-12.563517
6682,-13.647899
6683,-16.420925
6684,-15.834758
6685,-14.887439
6686,-9.718841
6687,-12.08036
6688,-13.278842
6689,-16.990015
6690,-15.6754
6691,-12.917046
6692,-16.639814
6693,-14.302692
6694,-13.849916
6695,-16.888647
6696,-15.293601
6697,-12.99614
6698,-11.365149
6699,-10.801036
6700,-12.315629
6701,-10.975037
6702,-9.847506
6703,-11.388278
6704,-12.690265
6705,-10.215637
6706,-14.668363
6707,-16.257685
6708,-13.339518
6709,-13.799811
6710,-12.896241
6711,-12.063825
6712,-10.962663
6713,-12.34825
6714,-13.041044
6715,-10.503213
6716,-11.913849
6717,-10.735483
6718,-10.031456
6719,-11.083427
6720,-11.727494
6721,-10.810034
6722,-10.935731
6723,-11.359388
6724,-10.097053
6725,-12.782966
6726,-12.907765
6727,-10.789516
6728,-11.861383
6729,-14.517041
6730,-12.188184
6731,-10.6315365
6732,-12.826844
6733,-13.159086
6734,-13.852092
6735,-11.39903
6736,-13.359787
6737,-13.459019
6738,-12.515788
6739,-9.591841
6740,-13.457668
6741,-11.84731
6742,-13.078119
6743,-13.669959
6744,-13.600912
6745,-11.86381
6746,-9.947237
6747,-13.041397
6748,-12.75348
6749,-11.522549
6750,-13.041397
6751,-11.236404
6752,-10.716908
6753,-11.186836
6754,-11.446513
6755,-11.873231
6756,-13.752072
6757,-9.35706
6758,-12.41692
6759,-13.446862
6760,-13.158945
6761,-13.158945
6762,-10.315882
6763,-8.840948
6764,-10.888998
6765,-11.643737
6766,-12.803921
6767,-12.953367
6768,-11.986184
6769,-14.394099
6770,-15.33073
6771,-16.32652
6772,-14.658107
6773,-15.410556
6774,-15.150515
6775,-14.249814
6776,-11.519238
6777,-11.359678
6778,-15.734728
6779,-16.134743
6780,-16.477821
6781,-16.307768
6782,-16.775991
6783,-16.402615
6784,-13.745784
6785,-13.046216
6786,-16.23553
6787,-16.02354
6788,-12.238007
6789,-12.531676
6790,-16.1184
6791,-13.328942
6792,-14.205186
6793,-16.816746
6794,-15.473947
6795,-12.585356
6796,-12.256492
6797,-15.835967
6798,-16.199366
6799,-15.089728
6800,-14.559741
6801,-14.717239
6802,-15.662519
6803,-10.654996
6804,-9.515308
6805,-13.086822
6806,-16.219189
6807,-16.00502
6808,-15.684059
6809,-16.27114
6810,-15.120133
6811,-13.810009
6812,-13.055488
6813,-11.307183
6814,-13.638401
6815,-15.2695675
6816,-15.224743
6817,-12.4629755
6818,-10.850842
6819,-11.937209
6820,-10.044797
6821,-15.115459
6822,-13.260884
6823,-15.628946
6824,-13.475225
6825,-13.488016
6826,-14.437298
6827,-15.42322
6828,-9.427496
6829,-5.9461603
6830,-8.786053
6831,-10.322196
6832,-11.788611
6833,-13.0154505
6834,-13.841039
6835,-13.119498
6836,-14.278344
6837,-15.769867
6838,-15.356444
6839,-13.805728
6840,-14.970819
6841,-15.719036
6842,-15.736976
6843,-14.238984
6844,-14.542477
6845,-15.152528
6846,-14.657095
6847,-10.39544
6848,-14.510909
6849,-11.123891
6850,-10.065469
6851,-13.524498
6852,-15.136892
6853,-15.852034
6854,-12.766834
6855,-11.78852
6856,-10.387771
6857,-12.636231
6858,-15.302417
6859,-16.303734
6860,-14.4828005
6861,-11.399805
6862,-12.337675
6863,-8.542495
6864,-10.454003
6865,-13.950239
6866,-16.760899
6867,-13.82151
6868,-12.653062
6869,-15.175273
6870,-14.207369
6871,-13.153508
6872,-14.949948
6873,-15.640794
6874,-13.423656
6875,-12.655522
6876,-14.504728
6877,-14.933549
6878,-15.869872
6879,-12.8588295
6880,-11.543983
6881,-13.585133
6882,-14.531286
6883,-15.069409
6884,-14.268978
6885,-11.147575
6886,-12.672154
6887,-13.471735
6888,-13.591871
6889,-13.962314
6890,-15.411889
6891,-14.872719
6892,-14.467126
6893,-14.656226
6894,-13.390562
6895,-8.029018
6896,-8.383698
6897,-9.90995
6898,-13.195136
6899,-15.900766
6900,-15.527296
6901,-15.4244795
6902,-13.4311
6903,-9.606939
6904,-12.579655
6905,-12.013756
6906,-10.226344
6907,-8.911244
6908,-12.676945
6909,-11.547344
6910,-11.886571
6911,-10.610556
6912,-13.49876
6913,-13.623849
6914,-16.009136
6915,-14.77897
6916,-14.539247
6917,-12.188328
6918,-11.389148
6919,-11.815547
6920,-9.536798
6921,-13.109753
6922,-11.150867
6923,-12.167881
6924,-12.020242
6925,-13.04351
6926,-14.030031
6927,-13.8451605
6928,-14.825677
6929,-16.410679
6930,-16.856256
6931,-15.03276
6932,-11.110621
6933,-12.301665
6934,-14.219354
6935,-13.167883
6936,-15.515274
6937,-15.879705
6938,-15.307528
6939,-16.12829
6940,-15.879514
6941,-13.136565
6942,-14.141152
6943,-16.589317
6944,-13.837176
6945,-12.674576
6946,-9.906004
6947,-10.449674
6948,-14.639251
6949,-12.108573
6950,-11.106926
6951,-13.419771
6952,-13.244268
6953,-15.761971
6954,-13.623049
6955,-11.008299
6956,-12.045951
6957,-11.021727
6958,-14.737797
6959,-15.560059
6960,-16.561815
6961,-15.584804
6962,-13.427314
6963,-12.578896
6964,-15.752556
6965,-16.3157
6966,-16.141771
6967,-13.9596
6968,-13.605591
6969,-14.89932
6970,-17.032518
6971,-15.720344
6972,-14.528436
6973,-15.861471
6974,-13.718855
6975,-13.524173
6976,-14.4948845
6977,-15.155773
6978,-14.927438
6979,-15.591238
6980,-11.919917
6981,-9.879882
6982,-13.263458
6983,-16.0981
6984,-15.7853
6985,-16.545197
6986,-13.9976635
6987,-12.775145
6988,-9.664809
6989,-12.347544
6990,-11.262078
6991,-11.593785
6992,-13.071977
6993,-14.052806
6994,-11.1578
6995,-9.725368
6996,-11.926877
6997,-13.600912
6998,-11.796211
6999,-11.033395
7000,-11.133208
7001,-10.638408
7002,-11.275682
7003,-12.581667
7004,-11.649983
7005,-11.457892
7006,-11.294274
7007,-10.208048
7008,-13.526525
7009,-13.041397
7010,-11.831637
7011,-11.334387
7012,-11.762283
7013,-11.425011
7014,-11.792158
7015,-13.620934
7016,-12.363164
7017,-13.26413
7018,-10.495539
7019,-9.928056
7020,-11.603627
7021,-12.64979
7022,-11.246819
7023,-12.181931
7024,-12.457874
7025,-12.132813
7026,-11.680462
7027,-13.2644
7028,-11.214718
7029,-10.760568
7030,-12.936084
7031,-13.852092
7032,-11.5491295
7033,-13.906358
7034,-8.794663
7035,-8.278996
7036,-9.659346
7037,-11.280761
7038,-11.677769
7039,-10.870606
7040,-12.385092
7041,-12.465027
7042,-12.995023
7043,-13.20888
7044,-14.028118
7045,-12.708487
7046,-12.667296
7047,-11.252617
7048,-13.834376
7049,-15.5696335
7050,-15.330908
7051,-12.916501
7052,-12.729375
7053,-10.414108
7054,-10.64658
7055,-13.873075
7056,-16.26007
7057,-14.696159
7058,-14.269889
7059,-14.296386
7060,-12.995885
7061,-10.106313
7062,-11.822941
7063,-12.862598
7064,-14.5594225
7065,-16.201916
7066,-15.160475
7067,-16.03147
7068,-16.44242
7069,-16.11505
7070,-13.414455
7071,-15.103985
7072,-14.208216
7073,-10.637703
7074,-14.248822
7075,-15.420173
7076,-14.552339
7077,-12.676372
7078,-12.876385
7079,-12.662789
7080,-12.218163
7081,-12.210525
7082,-14.068077
7083,-13.406529
7084,-16.491072
7085,-15.132672
7086,-13.967235
7087,-11.758002
7088,-12.192323
7089,-9.430299
7090,-9.949698
7091,-11.973209
7092,-10.891467
7093,-10.383423
7094,-8.234886
7095,-7.9907484
7096,-12.544669
7097,-14.115393
7098,-16.116709
7099,-16.131153
7100,-16.487362
7101,-15.035689
7102,-15.7979965
7103,-16.417234
7104,-16.668478
7105,-11.457299
7106,-10.999304
7107,-6.1897984
7108,-9.030353
7109,-8.463201
7110,-11.209333
7111,-14.079373
7112,-13.913407
7113,-16.358906
7114,-13.890354
7115,-13.363873
7116,-14.970245
7117,-16.131622
7118,-15.13045
7119,-14.100643
7120,-13.159651
7121,-13.558779
7122,-16.075188
7123,-13.357901
7124,-10.957658
7125,-9.575144
7126,-11.935106
7127,-15.711048
7128,-15.844197
7129,-15.106825
7130,-14.992192
7131,-15.194236
7132,-14.077031
7133,-8.952261
7134,-9.249268
7135,-10.641932
7136,-15.760201
7137,-15.939645
7138,-15.488001
7139,-14.121379
7140,-14.624761
7141,-12.486594
7142,-11.6383915
7143,-13.40472
7144,-13.599068
7145,-13.363477
7146,-15.087399
7147,-15.787907
7148,-14.719139
7149,-14.594024
7150,-15.394005
7151,-14.12257
7152,-13.160687
7153,-14.780828
7154,-15.339106
7155,-16.084942
7156,-12.201076
7157,-13.453513
7158,-15.550814
7159,-14.605684
7160,-15.5346
7161,-12.71406
7162,-12.95559
7163,-14.095861
7164,-14.380832
7165,-14.890903
7166,-14.795977
7167,-13.95072
7168,-14.511445
7169,-14.619525
7170,-16.346367
7171,-16.047617
7172,-15.561595
7173,-14.394833
7174,-7.350314
7175,-8.555714
7176,-9.056289
7177,-12.781293
7178,-15.841781
7179,-15.2604885
7180,-15.460557
7181,-15.972526
7182,-15.462065
7183,-14.101819
7184,-11.133221
7185,-13.3080435
7186,-12.756197
7187,-10.770962
7188,-11.325535
7189,-10.399926
7190,-14.448581
7191,-15.640824
7192,-14.812581
7193,-15.367702
7194,-13.571029
7195,-10.591957
7196,-12.80226
7197,-10.804348
7198,-12.361828
7199,-12.237055
7200,-12.618606
7201,-12.460857
7202,-14.1399355
7203,-15.314852
7204,-14.969752
7205,-15.746553
7206,-14.251891
7207,-15.740916
7208,-13.500426
7209,-10.850284
7210,-12.753842
7211,-12.394659
7212,-12.635909
7213,-16.150805
7214,-14.807655
7215,-13.371272
7216,-13.484397
7217,-16.707945
7218,-12.019462
7219,-11.5202055
7220,-15.741116
7221,-15.391678
7222,-14.192637
7223,-12.708046
7224,-13.133481
7225,-11.109659
7226,-10.3042345
7227,-9.508359
7228,-14.242589
7229,-16.279867
7230,-16.05575
7231,-15.612594
7232,-10.632474
7233,-11.768802
7234,-16.494434
7235,-14.83668
7236,-16.899237
7237,-14.789357
7238,-14.075632
7239,-15.7287
7240,-16.15585
7241,-15.510235
7242,-14.327934
7243,-13.490869
7244,-15.750701
7245,-15.134593
7246,-11.562724
7247,-16.077948
7248,-14.727397
7249,-14.13601
7250,-14.043551
7251,-15.933495
7252,-14.611683
7253,-16.38498
7254,-15.046545
7255,-13.812995
7256,-13.07645
7257,-8.875146
7258,-9.480109
7259,-14.878759
7260,-14.980096
7261,-15.208105
7262,-14.339209
7263,-13.209475
7264,-11.418153
7265,-11.499565
7266,-9.095225
7267,-13.60071
7268,-11.762057
7269,-10.557279
7270,-11.946723
7271,-12.996553
7272,-12.571535
7273,-12.279203
7274,-12.907588
7275,-10.582957
7276,-9.93137
7277,-12.496784
7278,-11.255316
7279,-13.241825
7280,-13.734545
7281,-13.734545
7282,-14.006243
7283,-10.149084
7284,-13.446627
7285,-12.571535
7286,-12.907765
7287,-11.298177
7288,-11.065399
7289,-11.394705
7290,-12.568897
7291,-11.691278
7292,-12.946126
7293,-13.957405
7294,-8.892578
7295,-13.023266
7296,-12.508241
7297,-13.504322
7298,-13.191291
7299,-12.460204
7300,-11.147169
7301,-11.670388
7302,-13.079833
7303,-11.17707
7304,-11.115793
7305,-11.4435215
7306,-11.186067
7307,-11.174559
7308,-10.087584
7309,-9.046389
7310,-11.82935
7311,-9.1506195
7312,-10.519345
7313,-11.870938
7314,-12.671594
7315,-13.62174
7316,-13.355454
7317,-13.21974
7318,-13.407623
7319,-15.523416
7320,-14.856443
7321,-14.714969
7322,-16.107042
7323,-16.188091
7324,-8.737871
7325,-9.736926
7326,-14.1977625
7327,-16.216675
7328,-15.979098
7329,-16.078064
7330,-12.351795
7331,-11.343105
7332,-9.667755
7333,-10.766532
7334,-12.649757
7335,-10.823179
7336,-11.56
7337,-11.002024
7338,-8.57584
7339,-15.767827
7340,-16.475203
7341,-14.342932
7342,-13.592084
7343,-16.27086
7344,-12.950418
7345,-13.155142
7346,-15.039897
7347,-14.281646
7348,-12.154263
7349,-14.467686
7350,-14.880626
7351,-10.443342
7352,-14.755317
7353,-15.507198
7354,-14.344783
7355,-11.575558
7356,-9.956642
7357,-11.077385
7358,-13.766586
7359,-15.79458
7360,-16.517385
7361,-15.13748
7362,-14.8526325
7363,-12.445865
7364,-11.927076
7365,-7.8577456
7366,-9.034672
7367,-8.774707
7368,-9.545252
7369,-11.111813
7370,-12.454726
7371,-12.587276
7372,-9.088017
7373,-10.2168665
7374,-9.204909
7375,-12.232017
7376,-11.719417
7377,-13.697429
7378,-15.354574
7379,-11.045787
7380,-11.054506
7381,-10.236854
7382,-9.972293
7383,-10.778325
7384,-10.401295
7385,-7.5033793
7386,-9.05702
7387,-8.27663
7388,-13.249829
7389,-14.718335
7390,-14.418564
7391,-12.718946
7392,-14.248477
7393,-14.071628
7394,-13.343002
7395,-14.128964
7396,-11.959577
7397,-12.127055
7398,-12.682999
7399,-12.24254
7400,-10.537408
7401,-8.474974
7402,-8.393824
7403,-13.316168
7404,-12.242678
7405,-13.876155
7406,-11.324474
7407,-9.257511
7408,-13.527496
7409,-16.33903
7410,-16.10116
7411,-13.919324
7412,-10.745137
7413,-10.946712
7414,-12.791092
7415,-16.560194
7416,-15.977678
7417,-14.666848
7418,-13.59619
7419,-14.43243
7420,-12.585551
7421,-13.552376
7422,-14.83679
7423,-15.263171
7424,-16.163216
7425,-14.282374
7426,-13.834962
7427,-15.599834
7428,-13.841558
7429,-13.80691
7430,-14.989859
7431,-15.641195
7432,-14.184254
7433,-12.200566
7434,-14.638362
7435,-15.417838
7436,-15.244847
7437,-14.299948
7438,-13.448533
7439,-14.399232
7440,-15.682144
7441,-14.796654
7442,-14.579938
7443,-14.915143
7444,-14.223269
7445,-11.798722
7446,-12.226555
7447,-12.20989
7448,-14.9940605
7449,-15.899608
7450,-15.483326
7451,-14.746005
7452,-13.020077
7453,-7.33367
7454,-7.069181
7455,-12.151103
7456,-14.160671
7457,-14.292853
7458,-15.424141
7459,-14.556031
7460,-16.438192
7461,-14.342478
7462,-12.170509
7463,-10.584045
7464,-10.036903
7465,-11.569619
7466,-13.993292
7467,-13.989211
7468,-14.883082
7469,-13.458882
7470,-15.277561
7471,-13.895047
7472,-12.00568
7473,-10.987154
7474,-11.825532
7475,-12.57097
7476,-11.920991
7477,-13.849122
7478,-12.5426
7479,-10.876896
7480,-13.254636
7481,-12.972117
7482,-11.400616
7483,-11.930615
7484,-13.927929
7485,-9.956201
7486,-12.133439
7487,-15.998051
7488,-16.880758
7489,-16.808914
7490,-14.558854
7491,-13.414687
7492,-11.919405
7493,-13.265343
7494,-15.618363
7495,-14.093568
7496,-12.094826
7497,-10.153514
7498,-10.3333025
7499,-16.2662
7500,-16.904602
7501,-15.32429
7502,-12.565181
7503,-11.616207
7504,-13.321597
7505,-16.314249
7506,-15.61142
7507,-13.305958
7508,-12.59689
7509,-9.97687
7510,-11.39633
7511,-15.268842
7512,-15.549333
7513,-14.789128
7514,-15.436054
7515,-12.165927
7516,-13.759778
7517,-14.284052
7518,-16.708649
7519,-13.697849
7520,-13.192671
7521,-12.278088
7522,-10.359802
7523,-14.252405
7524,-16.353054
7525,-16.140224
7526,-12.795203
7527,-13.486139
7528,-16.167355
7529,-15.859595
7530,-13.713906
7531,-14.490459
7532,-15.05404
7533,-12.693825
7534,-12.320308
7535,-9.319367
7536,-14.155219
7537,-13.947053
7538,-15.22712
7539,-15.225225
7540,-13.938542
7541,-10.887887
7542,-9.900623
7543,-11.555894
7544,-10.546721
7545,-11.46633
7546,-13.446627
7547,-11.51245
7548,-11.39924
7549,-12.907361
7550,-11.626512
7551,-9.995948
7552,-10.556152
7553,-12.563344
7554,-11.425769
7555,-13.526525
7556,-10.56837
7557,-11.987297
7558,-12.150433
7559,-11.381192
7560,-12.285068
7561,-13.2644
7562,-11.671387
7563,-11.063189
7564,-11.013324
7565,-12.123653
7566,-12.727366
7567,-13.250342
7568,-12.486917
7569,-11.875557
7570,-11.3864155
7571,-12.263398
7572,-8.524381
7573,-10.600415
7574,-13.795045
7575,-13.734191
7576,-10.06961
7577,-9.276697
7578,-13.312317
7579,-12.710816
7580,-10.467888
7581,-11.98706
7582,-12.389563
7583,-11.86615
7584,-11.841354
7585,-12.317847
7586,-9.488686
7587,-11.946533
7588,-11.59431
7589,-10.820466
7590,-16.471182
7591,-15.718528
7592,-15.371802
7593,-14.95287
7594,-14.99863
7595,-13.964296
7596,-16.158949
7597,-16.126787
7598,-16.121037
7599,-16.390177
7600,-14.731906
7601,-12.955405
7602,-9.643923
7603,-13.265524
7604,-16.499084
7605,-14.221665
7606,-10.271093
7607,-10.798339
7608,-14.590925
7609,-15.624491
7610,-10.19122
7611,-12.492681
7612,-15.858077
7613,-15.381006
7614,-14.690195
7615,-9.953534
7616,-12.447982
7617,-12.599851
7618,-10.203427
7619,-13.741255
7620,-16.429972
7621,-14.659433
7622,-11.369379
7623,-10.10563
7624,-12.735219
7625,-15.33587
7626,-10.299862
7627,-13.210037
7628,-12.344543
7629,-10.573183
7630,-15.989114
7631,-14.174552
7632,-11.050229
7633,-8.245226
7634,-10.348014
7635,-15.964839
7636,-14.344146
7637,-12.092767
7638,-11.738997
7639,-14.537265
7640,-15.320088
7641,-12.109791
7642,-10.304679
7643,-10.164583
7644,-14.990493
7645,-12.695615
7646,-9.157906
7647,-10.411396
7648,-13.523302
7649,-11.428339
7650,-13.208372
7651,-14.42851
7652,-9.962684
7653,-11.326512
7654,-13.769984
7655,-15.108634
7656,-11.620472
7657,-10.627084
7658,-10.994457
7659,-13.684824
7660,-12.79813
7661,-10.958729
7662,-11.023475
7663,-10.206402
7664,-9.555336
7665,-8.438107
7666,-12.742315
7667,-13.031545
7668,-13.242654
7669,-15.024633
7670,-13.148728
7671,-12.684415
7672,-10.873444
7673,-13.2358675
7674,-10.33012
7675,-13.761742
7676,-10.672883
7677,-12.047048
7678,-13.3747425
7679,-9.589395
7680,-10.645219
7681,-12.485637
7682,-13.868883
7683,-13.131764
7684,-9.61476
7685,-9.18477
7686,-10.390522
7687,-16.250044
7688,-15.47825
7689,-13.965211
7690,-11.622099
7691,-11.673627
7692,-12.457457
7693,-13.258972
7694,-16.14625
7695,-15.956026
7696,-15.120425
7697,-14.8310175
7698,-15.18369
7699,-15.539232
7700,-14.868452
7701,-15.89922
7702,-14.994227
7703,-15.463352
7704,-15.761834
7705,-15.801095
7706,-15.693743
7707,-15.393026
7708,-16.089188
7709,-15.404739
7710,-13.040697
7711,-12.838476
7712,-15.763856
7713,-14.946187
7714,-13.782491
7715,-14.74075
7716,-15.237448
7717,-15.277778
7718,-15.161988
7719,-14.97633
7720,-14.923516
7721,-15.099712
7722,-12.608151
7723,-12.94466
7724,-12.7371235
7725,-11.192373
7726,-12.927976
7727,-16.06819
7728,-15.238255
7729,-15.473133
7730,-16.141497
7731,-12.499422
7732,-8.634071
7733,-8.886383
7734,-12.806845
7735,-13.060422
7736,-14.085378
7737,-15.674913
7738,-15.886874
7739,-16.450724
7740,-14.39712
7741,-14.076326
7742,-12.08187
7743,-11.37433
7744,-12.379277
7745,-11.904579
7746,-12.8255825
7747,-15.365137
7748,-12.394489
7749,-10.380014
7750,-11.542257
7751,-13.3595295
7752,-12.754422
7753,-12.753009
7754,-14.27028
7755,-15.151589
7756,-15.05325
7757,-15.200476
7758,-15.239305
7759,-14.8425455
7760,-16.404175
7761,-14.31508
7762,-12.264971
7763,-14.831252
7764,-15.907644
7765,-14.998317
7766,-12.8596115
7767,-12.859421
7768,-8.9299555
7769,-10.099308
7770,-8.783261
7771,-12.639356
7772,-17.009066
7773,-15.110337
7774,-14.94098
7775,-9.52756
7776,-15.219514
7777,-15.265999
7778,-14.381446
7779,-9.103858
7780,-9.761562
7781,-14.800482
7782,-16.434256
7783,-15.847042
7784,-13.581856
7785,-9.18945
7786,-13.114022
7787,-16.676712
7788,-13.595223
7789,-16.730118
7790,-15.463212
7791,-12.837414
7792,-10.393431
7793,-11.747429
7794,-14.174726
7795,-16.757887
7796,-13.098708
7797,-14.241847
7798,-12.166903
7799,-9.413341
7800,-9.577515
7801,-13.236179
7802,-15.859216
7803,-13.034608
7804,-11.801469
7805,-13.032822
7806,-15.640405
7807,-15.529267
7808,-11.937292
7809,-14.733659
7810,-16.4423
7811,-13.560795
7812,-8.934226
7813,-10.809475
7814,-12.567141
7815,-13.9460125
7816,-11.363433
7817,-12.879928
7818,-13.325114
7819,-10.678223
7820,-12.34825
7821,-12.5083885
7822,-12.0118065
7823,-13.328007
7824,-11.820544
7825,-11.92665
7826,-10.533762
7827,-13.041044
7828,-12.480481
7829,-11.630632
7830,-13.217836
7831,-11.489651
7832,-10.818192
7833,-10.540641
7834,-9.802958
7835,-9.506563
7836,-9.810084
7837,-10.545506
7838,-10.366837
7839,-10.824583
7840,-12.571253
7841,-10.781937
7842,-13.158945
7843,-9.291618
7844,-12.76005
7845,-14.729215
7846,-12.738326
7847,-11.653173
7848,-12.696696
7849,-9.644378
7850,-10.917276
7851,-10.619718
7852,-8.657476
7853,-12.026203
7854,-10.295713
7855,-13.986364
7856,-13.10196
7857,-12.717004
7858,-13.3896675
7859,-12.919057
7860,-12.19427
7861,-10.832222
7862,-8.802961
7863,-11.70442
7864,-12.191178
7865,-12.367378
7866,-10.758673
7867,-10.549298
7868,-8.419668
7869,-10.156814
7870,-15.403395
7871,-16.772915
7872,-13.667204
7873,-13.677423
7874,-14.784042
7875,-12.378199
7876,-11.873847
7877,-10.857026
7878,-10.773853
7879,-8.182319
7880,-14.498577
7881,-15.230887
7882,-15.66151
7883,-12.121471
7884,-11.801115
7885,-16.474968
7886,-15.388972
7887,-11.228278
7888,-13.509869
7889,-16.208853
7890,-14.460725
7891,-10.265508
7892,-11.880468
7893,-14.078782
7894,-11.994644
7895,-14.18987
7896,-14.546314
7897,-15.847007
7898,-13.546805
7899,-12.564957
7900,-14.083317
7901,-9.972806
7902,-13.951175
7903,-15.142232
7904,-10.570808
7905,-10.748628
7906,-11.026064
7907,-15.044956
7908,-13.230097
7909,-8.682986
7910,-8.494845
7911,-10.857855
7912,-10.874743
7913,-10.449329
7914,-11.29167
7915,-10.3083725
7916,-14.024268
7917,-16.499096
7918,-15.649504
7919,-10.996608
7920,-10.138645
7921,-12.998948
7922,-14.752284
7923,-15.420277
7924,-12.958136
7925,-9.031157
7926,-11.1109915
7927,-11.039699
7928,-11.321942
7929,-11.657888
7930,-13.519293
7931,-16.270035
7932,-15.499447
7933,-12.977061
7934,-11.234503
7935,-13.8881
7936,-15.773548
7937,-13.931401
7938,-12.123292
7939,-11.29063
7940,-10.570248
7941,-11.873348
7942,-9.667712
7943,-7.022744
7944,-9.919125
7945,-11.534018
7946,-12.946505
7947,-11.712856
7948,-13.192439
7949,-16.300764
7950,-16.107353
7951,-16.231672
7952,-16.072346
7953,-15.757953
7954,-16.020027
7955,-14.167281
7956,-12.601248
7957,-10.263664
7958,-13.899447
7959,-15.125644
7960,-16.421417
7961,-16.002327
7962,-9.940383
7963,-8.385763
7964,-12.467724
7965,-14.363968
7966,-14.555484
7967,-15.020709
7968,-14.3000145
7969,-13.341316
7970,-14.533982
7971,-13.712384
7972,-15.829453
7973,-16.228603
7974,-15.767203
7975,-16.204197
7976,-15.822081
7977,-16.193071
7978,-15.732606
7979,-16.400406
7980,-16.233267
7981,-15.809655
7982,-15.885876
7983,-14.932443
7984,-14.728378
7985,-16.11901
7986,-15.456226
7987,-14.04868
7988,-14.312662
7989,-15.594935
7990,-15.925119
7991,-15.67335
7992,-16.349365
7993,-16.73254
7994,-16.155296
7995,-15.502854
7996,-15.654654
7997,-15.153091
7998,-16.04438
7999,-15.883792
8000,-14.327283
8001,-14.148508
8002,-13.377433
8003,-11.065463
8004,-14.304797
8005,-16.953173
8006,-16.410143
8007,-15.155934
8008,-13.720875
8009,-9.780188
8010,-9.403178
8011,-9.371019
8012,-9.6780205
8013,-12.5590315
8014,-14.078008
8015,-14.396691
8016,-15.129817
8017,-15.546331
8018,-16.25003
8019,-11.225354
8020,-13.071144
8021,-12.120454
8022,-11.747057
8023,-11.683693
8024,-14.385919
8025,-13.124697
8026,-11.531936
8027,-10.877667
8028,-11.943916
8029,-13.669582
8030,-12.302043
8031,-13.913549
8032,-14.418589
8033,-11.370119
8034,-11.315045
8035,-14.389825
8036,-14.745165
8037,-14.482969
8038,-11.7270355
8039,-12.648257
8040,-14.131356
8041,-15.712874
8042,-14.178714
8043,-13.079731
8044,-11.298555
8045,-12.870579
8046,-16.185465
8047,-12.753272
8048,-7.968739
8049,-13.300651
8050,-15.892548
8051,-14.128949
8052,-9.374242
8053,-15.357973
8054,-15.505087
8055,-13.574276
8056,-10.755401
8057,-11.673281
8058,-14.591763
8059,-16.397182
8060,-13.835938
8061,-12.494563
8062,-11.18822
8063,-16.948141
8064,-14.415813
8065,-11.306241
8066,-16.141222
8067,-15.93333
8068,-14.096893
8069,-10.139982
8070,-12.867181
8071,-15.399296
8072,-15.805965
8073,-14.804896
8074,-13.443661
8075,-14.997596
8076,-13.54067
8077,-12.898112
