,pga_contour_raster_cropped
5755,0.12
5756,0.12
5757,0.12
5758,0.12
5759,0.12
5760,0.12
5761,0.12
5762,0.12
5763,0.12
5764,0.12
5765,0.12
5766,0.1103723
5767,0.1103723
5768,0.1103723
5769,0.1103723
5770,0.1
5771,0.1
5772,0.1
5773,0.1
5774,0.1
5775,0.1
5776,0.1
5777,0.1
5778,0.1
5779,0.1
5780,0.099242054
5781,0.099242054
5782,0.099242054
5783,0.099242054
5784,0.099242054
5785,0.096126415
5786,0.096126415
5787,0.096126415
5788,0.096126415
5789,0.09301077
5790,0.09301077
5791,0.09301077
5792,0.09301077
5793,0.09301077
5794,0.08989513
5795,0.08989513
5796,0.08989513
5797,0.08989513
5798,0.08989513
5799,0.08677949
5800,0.08677949
5801,0.08677949
5802,0.08677949
5803,0.08677949
5804,0.08366384
5805,0.08366384
5806,0.08366384
5807,0.08366384
5808,0.08366384
5809,0.080548204
5810,0.080548204
5811,0.080548204
5812,0.080548204
5813,0.08
5814,0.08
5815,0.08
5816,0.08
5817,0.08580339
5818,0.08580339
5819,0.08580339
5820,0.08580339
5821,0.08580339
5822,0.091251776
5823,0.091251776
5824,0.091251776
5825,0.091251776
5826,0.091251776
5827,0.09759974
5828,0.09759974
5829,0.09759974
5830,0.09759974
5831,0.09759974
5832,0.1
5833,0.1
5834,0.1
5835,0.1
5836,0.10369764
5837,0.10369764
5838,0.10369764
5839,0.10369764
5840,0.10369764
5841,0.11370146
5842,0.11370146
5843,0.11370146
5844,0.11370146
5845,0.11370146
5846,0.11914798
5847,0.11914798
5848,0.11914798
5849,0.11914798
5850,0.11914798
5851,0.12263966
5852,0.12263966
5853,0.12263966
5854,0.12263966
5855,0.1258985
5856,0.1258985
5857,0.1258985
5858,0.1258985
5859,0.1258985
5860,0.12821215
5861,0.12821215
5862,0.12821215
5863,0.12821215
5864,0.12821215
5865,0.12850659
5866,0.12850659
5867,0.12850659
5868,0.12850659
5869,0.12850659
5870,0.13507645
5871,0.13507645
5872,0.13507645
5873,0.13507645
5874,0.13507645
5875,0.14
5876,0.14
5877,0.14
5878,0.14
5879,0.1412264
5880,0.1412264
5881,0.1412264
5882,0.1412264
5883,0.1412264
5884,0.14653675
5885,0.14653675
5886,0.14653675
5887,0.14653675
5888,0.14653675
5889,0.15057449
5890,0.15057449
5891,0.15057449
5892,0.15057449
5893,0.15057449
5894,0.1554245
5895,0.1554245
5896,0.1554245
5897,0.1554245
5898,0.1554245
5899,0.15921181
5900,0.15921181
5901,0.15921181
5902,0.15921181
5903,0.16592868
5904,0.16592868
5905,0.16592868
5906,0.16592868
5907,0.16592868
5908,0.17311408
5909,0.17311408
5910,0.17311408
5911,0.17311408
5912,0.17311408
5913,0.17365836
5914,0.17365836
5915,0.17365836
5916,0.17365836
5917,0.17365836
5918,0.17039032
5919,0.17039032
5920,0.17039032
5921,0.17039032
5922,0.17039032
5923,0.17305785
5924,0.17305785
5925,0.17305785
5926,0.17305785
5927,0.17742787
5928,0.17742787
5929,0.17742787
5930,0.17742787
5931,0.17742787
5932,0.18089558
5933,0.18089558
5934,0.18089558
5935,0.18089558
5936,0.18089558
5937,0.18347651
5938,0.18347651
5939,0.18347651
5940,0.18347651
5941,0.18347651
5942,0.18298183
5943,0.18298183
5944,0.18298183
5945,0.18298183
5946,0.18298183
5947,0.18
5948,0.18
5949,0.18
5950,0.18
5951,0.17917137
5952,0.17917137
5953,0.17917137
5954,0.17917137
5955,0.17917137
5956,0.1740452
5957,0.1740452
5958,0.1740452
5959,0.1740452
5960,0.1740452
5961,0.17494035
5962,0.17494035
5963,0.17494035
5964,0.17494035
5965,0.17494035
5966,0.17372292
5967,0.17372292
5968,0.17372292
5969,0.17372292
5970,0.17372292
5971,0.17094849
5972,0.17094849
5973,0.17094849
5974,0.17094849
5975,0.1731715
5976,0.1731715
5977,0.1731715
5978,0.1731715
5979,0.1731715
5980,0.16996604
5981,0.16996604
5982,0.16996604
5983,0.16996604
5984,0.16996604
5985,0.16339847
5986,0.16339847
5987,0.16339847
5988,0.16339847
5989,0.16339847
5990,0.15780585
5991,0.15780585
5992,0.15780585
5993,0.15780585
5994,0.15780585
5995,0.1520066
5996,0.1520066
5997,0.1520066
5998,0.1520066
5999,0.14493093
6000,0.14493093
6001,0.14493093
6002,0.14493093
6003,0.14493093
6004,0.14
6005,0.14
6006,0.14
6007,0.14
6008,0.14
6009,0.13998213
6010,0.13998213
6011,0.13998213
6012,0.13998213
6013,0.13998213
6014,0.13956234
6015,0.13956234
6016,0.13956234
6017,0.13956234
6018,0.13956234
6019,0.13303228
6020,0.13303228
6021,0.13303228
6022,0.13303228
6023,0.12583005
6024,0.12583005
6025,0.12583005
6026,0.12583005
6027,0.12583005
6028,0.12
6029,0.12
6030,0.12
6031,0.12
6032,0.12
6033,0.12
6034,0.12
6035,0.12
6036,0.12
6037,0.12
6038,0.12
6039,0.12
6040,0.12
6041,0.12
6042,0.12
6043,0.1103723
6044,0.1103723
6045,0.1103723
6046,0.1103723
6047,0.1
6048,0.1
6049,0.1
6050,0.1
6051,0.1
6052,0.1
6053,0.1
6054,0.1
6055,0.1
6056,0.1
6057,0.099242054
6058,0.099242054
6059,0.099242054
6060,0.099242054
6061,0.099242054
6062,0.096126415
6063,0.096126415
6064,0.096126415
6065,0.096126415
6066,0.09301077
6067,0.09301077
6068,0.09301077
6069,0.09301077
6070,0.09301077
6071,0.08989513
6072,0.08989513
6073,0.08989513
6074,0.08989513
6075,0.08989513
6076,0.08677949
6077,0.08677949
6078,0.08677949
6079,0.08677949
6080,0.08677949
6081,0.08366384
6082,0.08366384
6083,0.08366384
6084,0.08366384
6085,0.08366384
6086,0.080548204
6087,0.080548204
6088,0.080548204
6089,0.080548204
6090,0.08
6091,0.08
6092,0.08
6093,0.08
6094,0.089811124
6095,0.089811124
6096,0.089811124
6097,0.089811124
6098,0.089811124
6099,0.09540836
6100,0.09540836
6101,0.09540836
6102,0.09540836
6103,0.09540836
6104,0.1
6105,0.1
6106,0.1
6107,0.1
6108,0.1
6109,0.10489503
6110,0.10489503
6111,0.10489503
6112,0.10489503
6113,0.1098616
6114,0.1098616
6115,0.1098616
6116,0.1098616
6117,0.1098616
6118,0.12
6119,0.12
6120,0.12
6121,0.12
6122,0.12
6123,0.12399545
6124,0.12399545
6125,0.12399545
6126,0.12399545
6127,0.12399545
6128,0.1276317
6129,0.1276317
6130,0.1276317
6131,0.1276317
6132,0.1326882
6133,0.1326882
6134,0.1326882
6135,0.1326882
6136,0.1326882
6137,0.13858727
6138,0.13858727
6139,0.13858727
6140,0.13858727
6141,0.13858727
6142,0.14
6143,0.14
6144,0.14
6145,0.14
6146,0.14
6147,0.14261445
6148,0.14261445
6149,0.14261445
6150,0.14261445
6151,0.14261445
6152,0.14824854
6153,0.14824854
6154,0.14824854
6155,0.14824854
6156,0.14919442
6157,0.14919442
6158,0.14919442
6159,0.14919442
6160,0.14919442
6161,0.15831384
6162,0.15831384
6163,0.15831384
6164,0.15831384
6165,0.15831384
6166,0.1604263
6167,0.1604263
6168,0.1604263
6169,0.1604263
6170,0.1604263
6171,0.16693711
6172,0.16693711
6173,0.16693711
6174,0.16693711
6175,0.16693711
6176,0.17742556
6177,0.17742556
6178,0.17742556
6179,0.17742556
6180,0.1829467
6181,0.1829467
6182,0.1829467
6183,0.1829467
6184,0.1829467
6185,0.18752158
6186,0.18752158
6187,0.18752158
6188,0.18752158
6189,0.18752158
6190,0.19220291
6191,0.19220291
6192,0.19220291
6193,0.19220291
6194,0.19220291
6195,0.19176424
6196,0.19176424
6197,0.19176424
6198,0.19176424
6199,0.19176424
6200,0.19307455
6201,0.19307455
6202,0.19307455
6203,0.19307455
6204,0.19080472
6205,0.19080472
6206,0.19080472
6207,0.19080472
6208,0.19080472
6209,0.19037524
6210,0.19037524
6211,0.19037524
6212,0.19037524
6213,0.19037524
6214,0.19274396
6215,0.19274396
6216,0.19274396
6217,0.19274396
6218,0.19274396
6219,0.19428755
6220,0.19428755
6221,0.19428755
6222,0.19428755
6223,0.19428755
6224,0.1923826
6225,0.1923826
6226,0.1923826
6227,0.1923826
6228,0.19224596
6229,0.19224596
6230,0.19224596
6231,0.19224596
6232,0.19224596
6233,0.1938717
6234,0.1938717
6235,0.1938717
6236,0.1938717
6237,0.1938717
6238,0.1937849
6239,0.1937849
6240,0.1937849
6241,0.1937849
6242,0.1937849
6243,0.18652762
6244,0.18652762
6245,0.18652762
6246,0.18652762
6247,0.18652762
6248,0.18265463
6249,0.18265463
6250,0.18265463
6251,0.18265463
6252,0.18
6253,0.18
6254,0.18
6255,0.18
6256,0.18
6257,0.18
6258,0.18
6259,0.18
6260,0.18
6261,0.18
6262,0.17059566
6263,0.17059566
6264,0.17059566
6265,0.17059566
6266,0.17059566
6267,0.16125368
6268,0.16125368
6269,0.16125368
6270,0.16125368
6271,0.16125368
6272,0.1580809
6273,0.1580809
6274,0.1580809
6275,0.1580809
6276,0.1502585
6277,0.1502585
6278,0.1502585
6279,0.1502585
6280,0.1502585
6281,0.1444838
6282,0.1444838
6283,0.1444838
6284,0.1444838
6285,0.1444838
6286,0.14
6287,0.14
6288,0.14
6289,0.14
6290,0.14
6291,0.14
6292,0.14
6293,0.14
6294,0.14
6295,0.14
6296,0.14
6297,0.14
6298,0.14
6299,0.14
6300,0.13546973
6301,0.13546973
6302,0.13546973
6303,0.13546973
6304,0.13546973
6305,0.12643549
6306,0.12643549
6307,0.12643549
6308,0.12643549
6309,0.12643549
6310,0.11891838
6311,0.11891838
6312,0.11891838
6313,0.11891838
6314,0.11891838
6315,0.1124851
6316,0.1124851
6317,0.1124851
6318,0.1124851
6319,0.1124851
6320,0.10592074
6321,0.10592074
6322,0.10592074
6323,0.10592074
6324,0.1
6325,0.1
6326,0.1
6327,0.1
6328,0.1
6329,0.1
6330,0.1
6331,0.1
6332,0.1
6333,0.1
6334,0.1
6335,0.1
6336,0.1
6337,0.1
6338,0.1
6339,0.09996679
6340,0.09996679
6341,0.09996679
6342,0.09996679
6343,0.09685114
6344,0.09685114
6345,0.09685114
6346,0.09685114
6347,0.09685114
6348,0.0937355
6349,0.0937355
6350,0.0937355
6351,0.0937355
6352,0.0937355
6353,0.09061986
6354,0.09061986
6355,0.09061986
6356,0.09061986
6357,0.09061986
6358,0.087504216
6359,0.087504216
6360,0.087504216
6361,0.087504216
6362,0.087504216
6363,0.08364866
6364,0.08364866
6365,0.08364866
6366,0.08364866
6367,0.08
6368,0.08
6369,0.08
6370,0.08
6371,0.089811124
6372,0.089811124
6373,0.089811124
6374,0.089811124
6375,0.089811124
6376,0.09540836
6377,0.09540836
6378,0.09540836
6379,0.09540836
6380,0.09540836
6381,0.1
6382,0.1
6383,0.1
6384,0.1
6385,0.1
6386,0.10489503
6387,0.10489503
6388,0.10489503
6389,0.10489503
6390,0.1098616
6391,0.1098616
6392,0.1098616
6393,0.1098616
6394,0.1098616
6395,0.12
6396,0.12
6397,0.12
6398,0.12
6399,0.12
6400,0.12399545
6401,0.12399545
6402,0.12399545
6403,0.12399545
6404,0.12399545
6405,0.1276317
6406,0.1276317
6407,0.1276317
6408,0.1276317
6409,0.1326882
6410,0.1326882
6411,0.1326882
6412,0.1326882
6413,0.1326882
6414,0.13858727
6415,0.13858727
6416,0.13858727
6417,0.13858727
6418,0.13858727
6419,0.14
6420,0.14
6421,0.14
6422,0.14
6423,0.14
6424,0.14261445
6425,0.14261445
6426,0.14261445
6427,0.14261445
6428,0.14261445
6429,0.14824854
6430,0.14824854
6431,0.14824854
6432,0.14824854
6433,0.14919442
6434,0.14919442
6435,0.14919442
6436,0.14919442
6437,0.14919442
6438,0.15831384
6439,0.15831384
6440,0.15831384
6441,0.15831384
6442,0.15831384
6443,0.1604263
6444,0.1604263
6445,0.1604263
6446,0.1604263
6447,0.1604263
6448,0.16693711
6449,0.16693711
6450,0.16693711
6451,0.16693711
6452,0.16693711
6453,0.17742556
6454,0.17742556
6455,0.17742556
6456,0.17742556
6457,0.1829467
6458,0.1829467
6459,0.1829467
6460,0.1829467
6461,0.1829467
6462,0.18752158
6463,0.18752158
6464,0.18752158
6465,0.18752158
6466,0.18752158
6467,0.19220291
6468,0.19220291
6469,0.19220291
6470,0.19220291
6471,0.19220291
6472,0.19176424
6473,0.19176424
6474,0.19176424
6475,0.19176424
6476,0.19176424
6477,0.19307455
6478,0.19307455
6479,0.19307455
6480,0.19307455
6481,0.19080472
6482,0.19080472
6483,0.19080472
6484,0.19080472
6485,0.19080472
6486,0.19037524
6487,0.19037524
6488,0.19037524
6489,0.19037524
6490,0.19037524
6491,0.19274396
6492,0.19274396
6493,0.19274396
6494,0.19274396
6495,0.19274396
6496,0.19428755
6497,0.19428755
6498,0.19428755
6499,0.19428755
6500,0.19428755
6501,0.1923826
6502,0.1923826
6503,0.1923826
6504,0.1923826
6505,0.19224596
6506,0.19224596
6507,0.19224596
6508,0.19224596
6509,0.19224596
6510,0.1938717
6511,0.1938717
6512,0.1938717
6513,0.1938717
6514,0.1938717
6515,0.1937849
6516,0.1937849
6517,0.1937849
6518,0.1937849
6519,0.1937849
6520,0.18652762
6521,0.18652762
6522,0.18652762
6523,0.18652762
6524,0.18652762
6525,0.18265463
6526,0.18265463
6527,0.18265463
6528,0.18265463
6529,0.18
6530,0.18
6531,0.18
6532,0.18
6533,0.18
6534,0.18
6535,0.18
6536,0.18
6537,0.18
6538,0.18
6539,0.17059566
6540,0.17059566
6541,0.17059566
6542,0.17059566
6543,0.17059566
6544,0.16125368
6545,0.16125368
6546,0.16125368
6547,0.16125368
6548,0.16125368
6549,0.1580809
6550,0.1580809
6551,0.1580809
6552,0.1580809
6553,0.1502585
6554,0.1502585
6555,0.1502585
6556,0.1502585
6557,0.1502585
6558,0.1444838
6559,0.1444838
6560,0.1444838
6561,0.1444838
6562,0.1444838
6563,0.14
6564,0.14
6565,0.14
6566,0.14
6567,0.14
6568,0.14
6569,0.14
6570,0.14
6571,0.14
6572,0.14
6573,0.14
6574,0.14
6575,0.14
6576,0.14
6577,0.13546973
6578,0.13546973
6579,0.13546973
6580,0.13546973
6581,0.13546973
6582,0.12643549
6583,0.12643549
6584,0.12643549
6585,0.12643549
6586,0.12643549
6587,0.11891838
6588,0.11891838
6589,0.11891838
6590,0.11891838
6591,0.11891838
6592,0.1124851
6593,0.1124851
6594,0.1124851
6595,0.1124851
6596,0.1124851
6597,0.10592074
6598,0.10592074
6599,0.10592074
6600,0.10592074
6601,0.1
6602,0.1
6603,0.1
6604,0.1
6605,0.1
6606,0.1
6607,0.1
6608,0.1
6609,0.1
6610,0.1
6611,0.1
6612,0.1
6613,0.1
6614,0.1
6615,0.1
6616,0.09996679
6617,0.09996679
6618,0.09996679
6619,0.09996679
6620,0.09685114
6621,0.09685114
6622,0.09685114
6623,0.09685114
6624,0.09685114
6625,0.0937355
6626,0.0937355
6627,0.0937355
6628,0.0937355
6629,0.0937355
6630,0.09061986
6631,0.09061986
6632,0.09061986
6633,0.09061986
6634,0.09061986
6635,0.087504216
6636,0.087504216
6637,0.087504216
6638,0.087504216
6639,0.087504216
6640,0.08364866
6641,0.08364866
6642,0.08364866
6643,0.08364866
6644,0.08
6645,0.08
6646,0.08
6647,0.08
6648,0.089811124
6649,0.089811124
6650,0.089811124
6651,0.089811124
6652,0.089811124
6653,0.09540836
6654,0.09540836
6655,0.09540836
6656,0.09540836
6657,0.09540836
6658,0.1
6659,0.1
6660,0.1
6661,0.1
6662,0.1
6663,0.10489503
6664,0.10489503
6665,0.10489503
6666,0.10489503
6667,0.1098616
6668,0.1098616
6669,0.1098616
6670,0.1098616
6671,0.1098616
6672,0.12
6673,0.12
6674,0.12
6675,0.12
6676,0.12
6677,0.12399545
6678,0.12399545
6679,0.12399545
6680,0.12399545
6681,0.12399545
6682,0.1276317
6683,0.1276317
6684,0.1276317
6685,0.1276317
6686,0.1326882
6687,0.1326882
6688,0.1326882
6689,0.1326882
6690,0.1326882
6691,0.13858727
6692,0.13858727
6693,0.13858727
6694,0.13858727
6695,0.13858727
6696,0.14
6697,0.14
6698,0.14
6699,0.14
6700,0.14
6701,0.14261445
6702,0.14261445
6703,0.14261445
6704,0.14261445
6705,0.14261445
6706,0.14824854
6707,0.14824854
6708,0.14824854
6709,0.14824854
6710,0.14919442
6711,0.14919442
6712,0.14919442
6713,0.14919442
6714,0.14919442
6715,0.15831384
6716,0.15831384
6717,0.15831384
6718,0.15831384
6719,0.15831384
6720,0.1604263
6721,0.1604263
6722,0.1604263
6723,0.1604263
6724,0.1604263
6725,0.16693711
6726,0.16693711
6727,0.16693711
6728,0.16693711
6729,0.16693711
6730,0.17742556
6731,0.17742556
6732,0.17742556
6733,0.17742556
6734,0.1829467
6735,0.1829467
6736,0.1829467
6737,0.1829467
6738,0.1829467
6739,0.18752158
6740,0.18752158
6741,0.18752158
6742,0.18752158
6743,0.18752158
6744,0.19220291
6745,0.19220291
6746,0.19220291
6747,0.19220291
6748,0.19220291
6749,0.19176424
6750,0.19176424
6751,0.19176424
6752,0.19176424
6753,0.19176424
6754,0.19307455
6755,0.19307455
6756,0.19307455
6757,0.19307455
6758,0.19080472
6759,0.19080472
6760,0.19080472
6761,0.19080472
6762,0.19080472
6763,0.19037524
6764,0.19037524
6765,0.19037524
6766,0.19037524
6767,0.19037524
6768,0.19274396
6769,0.19274396
6770,0.19274396
6771,0.19274396
6772,0.19274396
6773,0.19428755
6774,0.19428755
6775,0.19428755
6776,0.19428755
6777,0.19428755
6778,0.1923826
6779,0.1923826
6780,0.1923826
6781,0.1923826
6782,0.19224596
6783,0.19224596
6784,0.19224596
6785,0.19224596
6786,0.19224596
6787,0.1938717
6788,0.1938717
6789,0.1938717
6790,0.1938717
6791,0.1938717
6792,0.1937849
6793,0.1937849
6794,0.1937849
6795,0.1937849
6796,0.1937849
6797,0.18652762
6798,0.18652762
6799,0.18652762
6800,0.18652762
6801,0.18652762
6802,0.18265463
6803,0.18265463
6804,0.18265463
6805,0.18265463
6806,0.18
6807,0.18
6808,0.18
6809,0.18
6810,0.18
6811,0.18
6812,0.18
6813,0.18
6814,0.18
6815,0.18
6816,0.17059566
6817,0.17059566
6818,0.17059566
6819,0.17059566
6820,0.17059566
6821,0.16125368
6822,0.16125368
6823,0.16125368
6824,0.16125368
6825,0.16125368
6826,0.1580809
6827,0.1580809
6828,0.1580809
6829,0.1580809
6830,0.1502585
6831,0.1502585
6832,0.1502585
6833,0.1502585
6834,0.1502585
6835,0.1444838
6836,0.1444838
6837,0.1444838
6838,0.1444838
6839,0.1444838
6840,0.14
6841,0.14
6842,0.14
6843,0.14
6844,0.14
6845,0.14
6846,0.14
6847,0.14
6848,0.14
6849,0.14
6850,0.14
6851,0.14
6852,0.14
6853,0.14
6854,0.13546973
6855,0.13546973
6856,0.13546973
6857,0.13546973
6858,0.13546973
6859,0.12643549
6860,0.12643549
6861,0.12643549
6862,0.12643549
6863,0.12643549
6864,0.11891838
6865,0.11891838
6866,0.11891838
6867,0.11891838
6868,0.11891838
6869,0.1124851
6870,0.1124851
6871,0.1124851
6872,0.1124851
6873,0.1124851
6874,0.10592074
6875,0.10592074
6876,0.10592074
6877,0.10592074
6878,0.1
6879,0.1
6880,0.1
6881,0.1
6882,0.1
6883,0.1
6884,0.1
6885,0.1
6886,0.1
6887,0.1
6888,0.1
6889,0.1
6890,0.1
6891,0.1
6892,0.1
6893,0.09996679
6894,0.09996679
6895,0.09996679
6896,0.09996679
6897,0.09685114
6898,0.09685114
6899,0.09685114
6900,0.09685114
6901,0.09685114
6902,0.0937355
6903,0.0937355
6904,0.0937355
6905,0.0937355
6906,0.0937355
6907,0.09061986
6908,0.09061986
6909,0.09061986
6910,0.09061986
6911,0.09061986
6912,0.087504216
6913,0.087504216
6914,0.087504216
6915,0.087504216
6916,0.087504216
6917,0.08364866
6918,0.08364866
6919,0.08364866
6920,0.08364866
6921,0.08
6922,0.08
6923,0.08
6924,0.08
6925,0.089811124
6926,0.089811124
6927,0.089811124
6928,0.089811124
6929,0.089811124
6930,0.09540836
6931,0.09540836
6932,0.09540836
6933,0.09540836
6934,0.09540836
6935,0.1
6936,0.1
6937,0.1
6938,0.1
6939,0.1
6940,0.10489503
6941,0.10489503
6942,0.10489503
6943,0.10489503
6944,0.1098616
6945,0.1098616
6946,0.1098616
6947,0.1098616
6948,0.1098616
6949,0.12
6950,0.12
6951,0.12
6952,0.12
6953,0.12
6954,0.12399545
6955,0.12399545
6956,0.12399545
6957,0.12399545
6958,0.12399545
6959,0.1276317
6960,0.1276317
6961,0.1276317
6962,0.1276317
6963,0.1326882
6964,0.1326882
6965,0.1326882
6966,0.1326882
6967,0.1326882
6968,0.13858727
6969,0.13858727
6970,0.13858727
6971,0.13858727
6972,0.13858727
6973,0.14
6974,0.14
6975,0.14
6976,0.14
6977,0.14
6978,0.14261445
6979,0.14261445
6980,0.14261445
6981,0.14261445
6982,0.14261445
6983,0.14824854
6984,0.14824854
6985,0.14824854
6986,0.14824854
6987,0.14919442
6988,0.14919442
6989,0.14919442
6990,0.14919442
6991,0.14919442
6992,0.15831384
6993,0.15831384
6994,0.15831384
6995,0.15831384
6996,0.15831384
6997,0.1604263
6998,0.1604263
6999,0.1604263
7000,0.1604263
7001,0.1604263
7002,0.16693711
7003,0.16693711
7004,0.16693711
7005,0.16693711
7006,0.16693711
7007,0.17742556
7008,0.17742556
7009,0.17742556
7010,0.17742556
7011,0.1829467
7012,0.1829467
7013,0.1829467
7014,0.1829467
7015,0.1829467
7016,0.18752158
7017,0.18752158
7018,0.18752158
7019,0.18752158
7020,0.18752158
7021,0.19220291
7022,0.19220291
7023,0.19220291
7024,0.19220291
7025,0.19220291
7026,0.19176424
7027,0.19176424
7028,0.19176424
7029,0.19176424
7030,0.19176424
7031,0.19307455
7032,0.19307455
7033,0.19307455
7034,0.19307455
7035,0.19080472
7036,0.19080472
7037,0.19080472
7038,0.19080472
7039,0.19080472
7040,0.19037524
7041,0.19037524
7042,0.19037524
7043,0.19037524
7044,0.19037524
7045,0.19274396
7046,0.19274396
7047,0.19274396
7048,0.19274396
7049,0.19274396
7050,0.19428755
7051,0.19428755
7052,0.19428755
7053,0.19428755
7054,0.19428755
7055,0.1923826
7056,0.1923826
7057,0.1923826
7058,0.1923826
7059,0.19224596
7060,0.19224596
7061,0.19224596
7062,0.19224596
7063,0.19224596
7064,0.1938717
7065,0.1938717
7066,0.1938717
7067,0.1938717
7068,0.1938717
7069,0.1937849
7070,0.1937849
7071,0.1937849
7072,0.1937849
7073,0.1937849
7074,0.18652762
7075,0.18652762
7076,0.18652762
7077,0.18652762
7078,0.18652762
7079,0.18265463
7080,0.18265463
7081,0.18265463
7082,0.18265463
7083,0.18
7084,0.18
7085,0.18
7086,0.18
7087,0.18
7088,0.18
7089,0.18
7090,0.18
7091,0.18
7092,0.18
7093,0.17059566
7094,0.17059566
7095,0.17059566
7096,0.17059566
7097,0.17059566
7098,0.16125368
7099,0.16125368
7100,0.16125368
7101,0.16125368
7102,0.16125368
7103,0.1580809
7104,0.1580809
7105,0.1580809
7106,0.1580809
7107,0.1502585
7108,0.1502585
7109,0.1502585
7110,0.1502585
7111,0.1502585
7112,0.1444838
7113,0.1444838
7114,0.1444838
7115,0.1444838
7116,0.1444838
7117,0.14
7118,0.14
7119,0.14
7120,0.14
7121,0.14
7122,0.14
7123,0.14
7124,0.14
7125,0.14
7126,0.14
7127,0.14
7128,0.14
7129,0.14
7130,0.14
7131,0.13546973
7132,0.13546973
7133,0.13546973
7134,0.13546973
7135,0.13546973
7136,0.12643549
7137,0.12643549
7138,0.12643549
7139,0.12643549
7140,0.12643549
7141,0.11891838
7142,0.11891838
7143,0.11891838
7144,0.11891838
7145,0.11891838
7146,0.1124851
7147,0.1124851
7148,0.1124851
7149,0.1124851
7150,0.1124851
7151,0.10592074
7152,0.10592074
7153,0.10592074
7154,0.10592074
7155,0.1
7156,0.1
7157,0.1
7158,0.1
7159,0.1
7160,0.1
7161,0.1
7162,0.1
7163,0.1
7164,0.1
7165,0.1
7166,0.1
7167,0.1
7168,0.1
7169,0.1
7170,0.09996679
7171,0.09996679
7172,0.09996679
7173,0.09996679
7174,0.09685114
7175,0.09685114
7176,0.09685114
7177,0.09685114
7178,0.09685114
7179,0.0937355
7180,0.0937355
7181,0.0937355
7182,0.0937355
7183,0.0937355
7184,0.09061986
7185,0.09061986
7186,0.09061986
7187,0.09061986
7188,0.09061986
7189,0.087504216
7190,0.087504216
7191,0.087504216
7192,0.087504216
7193,0.087504216
7194,0.08364866
7195,0.08364866
7196,0.08364866
7197,0.08364866
7198,0.08
7199,0.08
7200,0.08
7201,0.08
7202,0.089811124
7203,0.089811124
7204,0.089811124
7205,0.089811124
7206,0.089811124
7207,0.09540836
7208,0.09540836
7209,0.09540836
7210,0.09540836
7211,0.09540836
7212,0.1
7213,0.1
7214,0.1
7215,0.1
7216,0.1
7217,0.10489503
7218,0.10489503
7219,0.10489503
7220,0.10489503
7221,0.1098616
7222,0.1098616
7223,0.1098616
7224,0.1098616
7225,0.1098616
7226,0.12
7227,0.12
7228,0.12
7229,0.12
7230,0.12
7231,0.12399545
7232,0.12399545
7233,0.12399545
7234,0.12399545
7235,0.12399545
7236,0.1276317
7237,0.1276317
7238,0.1276317
7239,0.1276317
7240,0.1326882
7241,0.1326882
7242,0.1326882
7243,0.1326882
7244,0.1326882
7245,0.13858727
7246,0.13858727
7247,0.13858727
7248,0.13858727
7249,0.13858727
7250,0.14
7251,0.14
7252,0.14
7253,0.14
7254,0.14
7255,0.14261445
7256,0.14261445
7257,0.14261445
7258,0.14261445
7259,0.14261445
7260,0.14824854
7261,0.14824854
7262,0.14824854
7263,0.14824854
7264,0.14919442
7265,0.14919442
7266,0.14919442
7267,0.14919442
7268,0.14919442
7269,0.15831384
7270,0.15831384
7271,0.15831384
7272,0.15831384
7273,0.15831384
7274,0.1604263
7275,0.1604263
7276,0.1604263
7277,0.1604263
7278,0.1604263
7279,0.16693711
7280,0.16693711
7281,0.16693711
7282,0.16693711
7283,0.16693711
7284,0.17742556
7285,0.17742556
7286,0.17742556
7287,0.17742556
7288,0.1829467
7289,0.1829467
7290,0.1829467
7291,0.1829467
7292,0.1829467
7293,0.18752158
7294,0.18752158
7295,0.18752158
7296,0.18752158
7297,0.18752158
7298,0.19220291
7299,0.19220291
7300,0.19220291
7301,0.19220291
7302,0.19220291
7303,0.19176424
7304,0.19176424
7305,0.19176424
7306,0.19176424
7307,0.19176424
7308,0.19307455
7309,0.19307455
7310,0.19307455
7311,0.19307455
7312,0.19080472
7313,0.19080472
7314,0.19080472
7315,0.19080472
7316,0.19080472
7317,0.19037524
7318,0.19037524
7319,0.19037524
7320,0.19037524
7321,0.19037524
7322,0.19274396
7323,0.19274396
7324,0.19274396
7325,0.19274396
7326,0.19274396
7327,0.19428755
7328,0.19428755
7329,0.19428755
7330,0.19428755
7331,0.19428755
7332,0.1923826
7333,0.1923826
7334,0.1923826
7335,0.1923826
7336,0.19224596
7337,0.19224596
7338,0.19224596
7339,0.19224596
7340,0.19224596
7341,0.1938717
7342,0.1938717
7343,0.1938717
7344,0.1938717
7345,0.1938717
7346,0.1937849
7347,0.1937849
7348,0.1937849
7349,0.1937849
7350,0.1937849
7351,0.18652762
7352,0.18652762
7353,0.18652762
7354,0.18652762
7355,0.18652762
7356,0.18265463
7357,0.18265463
7358,0.18265463
7359,0.18265463
7360,0.18
7361,0.18
7362,0.18
7363,0.18
7364,0.18
7365,0.18
7366,0.18
7367,0.18
7368,0.18
7369,0.18
7370,0.17059566
7371,0.17059566
7372,0.17059566
7373,0.17059566
7374,0.17059566
7375,0.16125368
7376,0.16125368
7377,0.16125368
7378,0.16125368
7379,0.16125368
7380,0.1580809
