,vector_ruggedness_measure
559,4.6805024e-05
560,3.189985e-05
561,2.3840836e-05
562,5.728517e-05
563,0.00011934513
564,0.0001079656
565,0.00013489957
566,4.3151453e-05
567,4.4928598e-05
568,5.3988242e-05
569,0.00012074287
570,8.877073e-05
571,9.1578375e-05
572,4.6560013e-05
573,6.2050644e-06
574,1.9346475e-05
575,2.491349e-05
576,3.723984e-05
577,7.535359e-05
578,0.0001261906
579,0.00015008694
580,8.317108e-05
581,0.00013043388
582,0.00020993412
583,0.00030761398
584,0.00038241004
585,0.00026106558
586,8.773569e-05
587,7.347011e-05
588,0.00010432306
589,8.8395915e-05
590,7.775998e-05
591,8.986082e-05
592,2.967469e-05
593,0.000100844234
594,0.00014736777
595,0.00016134704
596,0.00021833355
597,0.00022414816
598,0.00022919927
599,0.00012171758
600,8.809363e-05
601,2.3997984e-05
602,2.5730153e-05
603,2.2804303e-05
604,1.3953309e-05
605,0.0011427593
606,0.0024478736
607,0.006580624
608,0.0019475354
609,0.0031946704
610,0.0028302257
611,0.0016409965
612,0.0030901637
613,0.0011476445
614,0.002252953
615,0.00044345466
616,0.001458337
617,0.0020102358
618,0.0020934264
619,0.0022294053
620,0.0025754983
621,0.00075825636
622,0.0006032724
623,0.0005149464
624,0.00024132132
625,5.3455395e-05
626,1.8404573e-05
627,7.383128e-06
628,4.237381e-05
629,3.2597058e-05
630,2.5961177e-05
631,6.739357e-05
632,8.259481e-05
633,8.012603e-05
634,8.595279e-05
635,0.00017410374
636,0.0003619234
637,0.0015634382
638,0.0019381392
639,0.00054580707
640,0.000892582
641,0.001096226
642,0.0012588841
643,0.0014170966
644,0.0014426976
645,0.001146002
646,0.0011417246
647,0.0012201364
648,0.0018145076
649,0.0021356114
650,0.0021936418
651,0.0013078881
652,0.0014726247
653,0.00095225906
654,0.0011250289
655,0.0015167824
656,0.0015708252
657,0.000903687
658,0.00086749485
659,0.0017670314
660,0.0021520683
661,0.0006537069
662,0.00035444327
663,0.00059390964
664,0.0007891652
665,0.00065970584
666,0.0005882353
667,0.00031515304
668,0.00021409204
669,0.00068931974
670,0.000974151
671,0.0008741094
672,0.001115315
673,0.00016227766
674,0.00030965765
675,0.0010135246
676,0.0008037371
677,0.00055090984
678,0.0003808893
679,0.00021337236
680,0.00019571239
681,0.00028514778
682,0.00015476243
683,6.994368e-05
684,2.8534589e-05
685,3.0370456e-05
686,3.3510725e-05
687,2.474178e-05
688,1.8946173e-05
689,2.3451767e-05
690,1.5227366e-05
691,8.362092e-06
692,2.6120784e-05
693,5.4676413e-05
694,3.492987e-05
695,4.1805986e-05
696,1.947462e-05
697,3.219426e-05
698,5.197809e-05
699,7.9766054e-05
700,7.120058e-05
701,4.871711e-05
702,2.4246085e-05
703,1.8660168e-05
704,2.8839162e-05
705,2.146331e-05
706,2.4447316e-05
707,5.934114e-05
708,0.00014973863
709,0.0001068056
710,8.228697e-05
711,0.00010945948
712,0.00021982793
713,0.00028391363
714,0.00019290308
715,5.7108467e-05
716,5.4504493e-05
717,6.3167165e-05
718,7.58449e-05
719,8.568487e-05
720,6.490796e-05
721,0.0001027768
722,7.4543255e-05
723,8.676451e-05
724,0.00011928549
725,9.275659e-05
726,0.000108845255
727,0.00012953197
728,0.00015100089
729,0.00010414287
730,8.045623e-05
731,2.8494667e-05
732,2.6868462e-05
733,1.3489496e-05
734,7.356006e-06
735,0.00093517057
736,0.002056702
737,0.0046249307
738,0.0015063335
739,0.0039109113
740,0.0022229033
741,0.0019143147
742,0.002139478
743,0.0012233285
744,0.0016337025
745,0.0003973179
746,0.0004853683
747,0.0019636804
748,0.0022786083
749,0.002065616
750,0.002064104
751,0.0014542276
752,0.00051054294
753,0.00074091874
754,0.0005226206
755,0.00010631644
756,2.6918126e-05
757,8.315123e-06
758,1.75211e-05
759,1.9124442e-05
760,2.5230018e-05
761,4.666499e-05
762,3.9252976e-05
763,8.503126e-05
764,0.00014630046
765,0.00017996079
766,0.00019988201
767,0.0011264142
768,0.0021252343
769,0.0010689966
770,0.0007481699
771,0.00062991533
772,0.0005707172
773,0.0007980201
774,0.000968549
775,0.00087043666
776,0.0006854877
777,0.0006506648
778,0.00072751724
779,0.0008447782
780,0.0013353624
781,0.001255362
782,0.001132004
783,0.0010994987
784,0.0009024985
785,0.0010252317
786,0.00066958676
787,0.00070100575
788,0.0005706606
789,0.00082496577
790,0.0015454841
791,0.0007392145
792,0.0003067941
793,0.00050404016
794,0.0007745537
795,0.0005228892
796,0.00040937538
797,0.0001734433
798,0.00022412573
799,0.00047296696
800,0.00070122344
801,0.0005676249
802,0.00066430157
803,0.00025110718
804,0.000246744
805,0.00041200695
806,0.00047440745
807,0.0003333974
808,0.00022433783
809,4.683316e-05
810,5.0303704e-05
811,7.511253e-05
812,6.7586785e-05
813,5.0278602e-05
814,4.2419026e-05
815,4.3483327e-05
816,3.1628577e-05
817,1.4679655e-05
818,6.6619737e-06
819,6.744061e-06
820,6.082534e-06
821,5.02916e-06
822,9.37965e-06
823,2.4572384e-05
824,1.480894e-05
825,2.8356051e-05
826,2.4357087e-05
827,3.8939215e-05
828,3.7277197e-05
829,3.0559644e-05
830,1.9976957e-05
831,2.0746822e-05
832,2.4341027e-05
833,1.9584917e-05
834,2.0584845e-05
835,1.8961355e-05
836,3.2373777e-05
837,5.3113607e-05
838,0.00012321715
839,4.8003018e-05
840,9.1811875e-05
841,8.3449995e-05
842,0.00015599903
843,0.0001274906
844,9.303092e-05
845,0.000105989646
846,0.00010892031
847,9.4594965e-05
848,6.869232e-05
849,5.733655e-05
850,5.1384486e-05
851,8.726456e-05
852,6.325175e-05
853,3.8465434e-05
854,5.652695e-05
855,3.84167e-05
856,6.443332e-05
857,7.879612e-05
858,8.152467e-05
859,6.8387955e-05
860,3.42615e-05
861,2.39851e-05
862,1.4275544e-05
863,1.335055e-05
864,1.1877342e-05
865,0.0021057657
866,0.0022017288
867,0.0025262327
868,0.0015943199
869,0.003934921
870,0.0016344244
871,0.0025678172
872,0.0014908538
873,0.0015552335
874,0.0011151605
875,0.0004046005
876,0.00065637584
877,0.0020378106
878,0.0014561429
879,0.0009650362
880,0.0013711553
881,0.0023407477
882,0.0008410989
883,0.00064270786
884,0.0006856957
885,0.00018770472
886,1.9906838e-05
887,9.209323e-06
888,1.5313493e-05
889,1.7151306e-05
890,3.3622255e-05
891,4.699897e-05
892,2.620417e-05
893,7.206507e-05
894,0.00021168313
895,0.00013211515
896,0.00013352287
897,0.00041960762
898,0.0014826055
899,0.000893345
900,0.0004260952
901,0.00050620775
902,0.0005784026
903,0.00083058
904,0.0010435057
905,0.0011362747
906,0.0011980241
907,0.0014315306
908,0.00172132
909,0.0020840624
910,0.0026358054
911,0.00246321
912,0.0012930039
913,0.0006926614
914,0.001419955
915,0.0013126304
916,0.00053107477
917,0.00034173665
918,0.00030962104
919,0.00034373705
920,0.0008386308
921,0.0011079786
922,0.0005477394
923,0.00027059353
924,0.00054555497
925,0.0005116443
926,0.000710776
927,0.00041718746
928,0.00019137771
929,0.00027467663
930,0.00030656633
931,0.0002705915
932,0.00032844208
933,0.00023297417
934,0.00024261554
935,0.00025845857
936,0.00028839172
937,0.00020512879
938,0.00010467029
939,1.5124548e-05
940,6.756922e-06
941,1.1281848e-05
942,1.6377457e-05
943,2.0867064e-05
944,2.060431e-05
945,1.9184394e-05
946,1.1769958e-05
947,6.8897625e-06
948,5.863219e-06
949,5.3825765e-06
950,4.1263047e-06
951,4.7148137e-06
952,6.020097e-06
953,1.4266477e-05
954,1.0590565e-05
955,2.0291018e-05
956,1.695464e-05
957,2.2173113e-05
958,1.2424012e-05
959,5.2127093e-06
960,3.2661708e-06
961,1.6490372e-05
962,3.041527e-05
963,5.3402113e-05
964,7.139484e-05
965,6.636681e-05
966,5.027148e-05
967,5.0317984e-05
968,9.7074924e-05
969,4.0364972e-05
970,6.572875e-05
971,5.2205512e-05
972,8.3747786e-05
973,6.848701e-05
974,9.1251175e-05
975,5.0275165e-05
976,2.6676613e-05
977,1.5406571e-05
978,1.526388e-05
979,2.2951017e-05
980,3.4158045e-05
981,3.762553e-05
982,2.3572211e-05
983,2.058505e-05
984,3.636294e-05
985,2.2460563e-05
986,1.3339826e-05
987,1.7140184e-05
988,2.0965743e-05
989,3.61585e-05
990,1.7781698e-05
991,2.2649581e-05
992,1.3964028e-05
993,1.5450687e-05
994,1.5566513e-05
995,0.0015845215
996,0.0006980929
997,0.00072814943
998,0.0006405567
999,0.00047291562
1000,0.00044823712
1001,0.00074025686
1002,0.0007991902
1003,0.0016679728
1004,0.0022676473
1005,0.0004908127
1006,0.00078356406
1007,0.00034457314
1008,0.00023375626
1009,0.00037996736
1010,0.0004308784
1011,0.00049257814
1012,0.00078947726
1013,0.0025349252
1014,0.0024128985
1015,0.0015684231
1016,0.0012301477
1017,0.0021889717
1018,0.0030891304
1019,0.0019912776
1020,0.003690155
1021,0.0014073952
1022,0.0020021193
1023,0.00093424035
1024,0.0005623367
1025,0.00057983026
1026,0.0017271014
1027,0.0011221513
1028,0.0015000494
1029,0.0011099278
1030,0.0024415776
1031,0.001455543
1032,0.00045549695
1033,0.00068695797
1034,0.00026890542
1035,1.6005477e-05
1036,2.9987254e-06
1037,8.640143e-06
1038,1.6531718e-05
1039,4.9779544e-05
1040,7.997551e-05
1041,3.8429876e-05
1042,6.189844e-05
1043,0.0002071698
1044,0.0001104771
1045,8.270886e-05
1046,0.00024776478
1047,0.0014904618
1048,0.0010891426
1049,0.0004272252
1050,0.0004291846
1051,0.00041277663
1052,0.00045729073
1053,0.0004095724
1054,0.00048662897
1055,0.0005696475
1056,0.0007042385
1057,0.0006647713
1058,0.00073592487
1059,0.0011047132
1060,0.002294082
1061,0.0022104979
1062,0.0010430162
1063,0.001110397
1064,0.0016083679
1065,0.0010109025
1066,0.0005317984
1067,0.00037256657
1068,0.00023834569
1069,0.00036743656
1070,0.0011053093
1071,0.0011928561
1072,0.00039037628
1073,0.0005491149
1074,0.00027077133
1075,0.00044059745
1076,0.00046152275
1077,0.00021033802
1078,0.00021103064
1079,8.392415e-05
1080,3.9154642e-05
1081,4.299735e-05
1082,4.251111e-05
1083,4.9675426e-05
1084,7.126671e-05
1085,8.117994e-05
1086,5.9947688e-05
1087,2.747027e-05
1088,1.24288135e-05
1089,1.2828793e-05
1090,1.4902971e-05
1091,1.0968532e-05
1092,5.7080942e-06
1093,2.5136358e-06
1094,2.7728022e-06
1095,2.2428871e-06
1096,2.6229477e-06
1097,4.1594476e-06
1098,3.105681e-06
1099,3.8049818e-06
1100,4.606569e-06
1101,5.8836604e-06
1102,7.121889e-06
1103,1.7728331e-06
1104,4.798636e-06
1105,3.170005e-06
1106,7.354932e-06
1107,4.95113e-06
1108,3.5873618e-06
1109,3.4317768e-06
1110,1.797785e-05
1111,3.953102e-05
1112,6.7173336e-05
1113,6.6076675e-05
1114,5.1162588e-05
1115,3.73536e-05
1116,4.851171e-05
1117,7.866169e-05
1118,3.8448958e-05
1119,3.3595195e-05
1120,2.4769306e-05
1121,3.7467107e-05
1122,3.995153e-05
1123,4.8665697e-05
1124,1.4205216e-05
1125,5.9263048e-06
1126,1.0414883e-05
1127,1.3846965e-05
1128,1.3708742e-05
1129,2.0688365e-05
1130,1.5353095e-05
1131,1.415708e-05
1132,1.5482105e-05
1133,1.843096e-05
1134,1.627448e-05
1135,1.3998425e-05
1136,1.17759255e-05
1137,1.0319378e-05
1138,2.0523252e-05
1139,1.565904e-05
1140,1.5396381e-05
1141,9.849038e-06
1142,7.526144e-06
1143,9.579507e-06
1144,0.0019211184
1145,0.0009780099
1146,0.00064864097
1147,0.0006342902
1148,0.0004948076
1149,0.00063707674
1150,0.000687783
1151,0.0014265574
1152,0.0018725964
1153,0.0013335992
1154,0.00045260802
1155,0.00078078813
1156,0.00029726175
1157,0.00032468108
1158,0.0005957101
1159,0.00039188925
1160,0.00091795315
1161,0.0019496235
1162,0.0031993056
1163,0.0015899506
1164,0.00082819234
1165,0.0010673847
1166,0.0018387743
1167,0.0017274931
1168,0.0028380614
1169,0.005056167
1170,0.0015185747
1171,0.002749222
1172,0.0010369015
1173,0.00032918993
1174,0.00032111016
1175,0.0017421257
1176,0.0014510504
1177,0.0016598753
1178,0.0015553461
1179,0.0018330722
1180,0.0021378086
1181,0.00043062426
1182,0.00059989723
1183,0.00034473804
1184,4.5839963e-05
1185,9.290035e-06
1186,7.259937e-06
1187,1.1218553e-05
1188,4.8060978e-05
1189,0.00010237728
1190,5.8423466e-05
1191,4.114799e-05
1192,0.00013934408
1193,0.00012088748
1194,0.00014382662
1195,0.00028378214
1196,0.0015195784
1197,0.0010494629
1198,0.00028572546
1199,0.0003273332
1200,0.0006044584
1201,0.00062777236
1202,0.0004539231
1203,0.00049652666
1204,0.00052582734
1205,0.00064495375
1206,0.0007146092
1207,0.00089982705
1208,0.00074583426
1209,0.00087844214
1210,0.0019205498
1211,0.0018154585
1212,0.00081246207
1213,0.0007700004
1214,0.0009013653
1215,0.0008078695
1216,0.00051157933
1217,0.00026040178
1218,0.00018849681
1219,0.00065097085
1220,0.001519892
1221,0.000696797
1222,0.0005698983
1223,0.00024772005
1224,0.00016503493
1225,0.00028203367
1226,0.0001489825
1227,0.0001540871
1228,3.5120054e-05
1229,6.1111964e-06
1230,4.1500048e-06
1231,7.114409e-06
1232,7.201968e-06
1233,1.2131929e-05
1234,1.1299489e-05
1235,7.800466e-06
1236,6.4252617e-06
1237,7.453102e-06
1238,6.6414723e-06
1239,6.475354e-06
1240,6.3470884e-06
1241,3.2920575e-06
1242,5.186832e-06
1243,4.350952e-06
1244,2.466931e-06
1245,1.6418018e-06
1246,2.6693122e-06
1247,1.5662961e-06
1248,4.640542e-06
1249,5.1091283e-06
1250,7.344151e-06
1251,5.036416e-06
1252,1.3939882e-06
1253,2.3854464e-06
1254,3.0000735e-06
1255,4.9715472e-06
1256,4.0032915e-06
1257,1.3211853e-06
1258,4.655576e-06
1259,1.7524191e-05
1260,2.67693e-05
1261,3.1800824e-05
1262,2.1412596e-05
1263,2.6752643e-05
1264,1.8412768e-05
1265,2.9967749e-05
1266,3.97419e-05
1267,1.7805198e-05
1268,2.3728067e-05
1269,2.132198e-05
1270,2.3779261e-05
1271,1.4646493e-05
1272,2.0893222e-05
1273,3.384737e-05
1274,4.1785377e-05
1275,6.8253445e-05
1276,3.7938244e-05
1277,2.1264374e-05
1278,1.5566106e-05
1279,1.3503619e-05
1280,1.4730507e-05
1281,1.5363004e-05
1282,1.43519455e-05
1283,1.1587817e-05
1284,8.093563e-06
1285,6.260355e-06
1286,7.6052274e-06
1287,1.0526824e-05
1288,1.3764545e-05
1289,1.344961e-05
1290,1.3064787e-05
1291,7.91996e-06
1292,9.9432e-06
1293,0.00081300596
1294,0.00058102095
1295,0.00046207686
1296,0.00039541215
1297,0.00050436606
1298,0.0006368176
1299,0.0009639187
1300,0.0022402755
1301,0.00129423
1302,0.00047254842
1303,0.0004799976
1304,0.000669257
1305,0.0003450462
1306,0.000279588
1307,0.0005894096
1308,0.00045051827
1309,0.002137347
1310,0.00248691
1311,0.0016914435
1312,0.0005136026
1313,0.0010390064
1314,0.0011327071
1315,0.0009231554
1316,0.00085306424
1317,0.0033563478
1318,0.0062452927
1319,0.001679992
1320,0.0025345879
1321,0.0017528419
1322,0.000662562
1323,0.00039038586
1324,0.0020322404
1325,0.0024159558
1326,0.0014505632
1327,0.0025183598
1328,0.0013981977
1329,0.002991165
1330,0.00079690176
1331,0.0005280366
1332,0.0003563002
1333,8.6660475e-05
1334,5.9091577e-05
1335,2.4491723e-05
1336,4.470614e-06
1337,2.2110578e-05
1338,9.108333e-05
1339,8.972648e-05
1340,5.0089166e-05
1341,5.3361553e-05
1342,9.536014e-05
1343,0.00018984047
1344,0.00028926795
1345,0.0014596739
1346,0.0015231009
1347,0.00056397426
1348,0.00021331037
1349,0.0005712319
1350,0.0007703527
1351,0.0007963121
1352,0.00076650846
1353,0.0004878087
1354,0.00017322785
1355,0.00011711108
1356,0.0004028044
1357,0.00082124135
1358,0.0005056978
1359,0.00085571787
1360,0.0019499465
1361,0.0016823995
1362,0.0009677435
1363,0.00053853454
1364,0.0006374223
1365,0.00045835273
1366,0.00020153973
1367,0.00030703636
1368,0.00033467342
1369,0.00096165965
1370,0.00051173
1371,0.00039756563
1372,0.00016339417
1373,6.617798e-05
1374,0.00014044854
1375,9.849823e-05
1376,7.80603e-05
1377,1.05004765e-05
1378,6.7794795e-06
1379,3.7015843e-06
1380,4.111858e-06
1381,3.260054e-06
1382,5.145153e-06
1383,4.056611e-06
1384,5.06638e-06
1385,5.535147e-06
1386,7.174402e-06
1387,4.6154573e-06
1388,4.6812397e-06
1389,6.936929e-06
1390,4.3119544e-06
1391,6.493397e-06
1392,5.850622e-06
1393,3.3661404e-06
1394,2.303465e-06
1395,3.108e-06
1396,2.699717e-06
1397,6.9280604e-06
1398,7.1356885e-06
1399,7.61879e-06
1400,2.8691e-06
1401,1.8831277e-06
1402,2.663214e-06
1403,3.1566349e-06
1404,4.9640867e-06
1405,4.0934433e-06
1406,1.3200462e-06
1407,4.329983e-06
1408,8.401541e-06
1409,1.9634097e-05
1410,3.1074942e-05
1411,3.4679895e-05
1412,4.797157e-05
1413,3.4457844e-05
1414,4.602516e-05
1415,4.7550384e-05
1416,3.4292785e-05
1417,3.100651e-05
1418,1.7902192e-05
1419,1.6347922e-05
1420,1.4447712e-05
