,slope
0,22.057655
1,21.16898
2,23.248388
3,22.934168
4,22.057198
5,19.12525
6,26.497944
7,24.70804
8,23.14473
9,25.944887
10,21.539589
11,26.651974
12,26.808683
13,26.322926
14,26.679167
15,28.02322
16,25.151138
17,27.590282
